file_name,category,ground_truth,ocr_tesseract,normalized_ocr_tesseract
0157.jpg,simple,"SIEG DER UKRAINE – FRIEDEN FÜR EUROPA Stoppt die Finanzierung des russischen Staatsterrors 17. DECEMBER, 15:00 VOR DER RUSSISCHEN BOTSCHAFT UNTER DEN LINDEN 63–65 ♀FAR Berlin Demokrati-JA","SIEG DER

i\\<

V.A

! |‘NE _

FRIEDEN

3r=w »

ROPA

Stoppt die Finanzierung

des russischen

Staatsterrors

17. DECEMBER, 15:00

VOR DER RUSSISCHEN BOTSCHAFT

UNTER DEN LINDEN 63-65

ß

ii

®FAR Berlin

Demokrati-JA","SIEG DER i\\< V.A ! |‘NE _ FRIEDEN 3r=w » ROPA Stoppt die Finanzierung des russischen Staatsterrors 17. DECEMBER, 15:00 VOR DER RUSSISCHEN BOTSCHAFT UNTER DEN LINDEN 63-65 ß ii ®FAR Berlin Demokrati-JA"
0158.jpg,simple,Kundgebung zum 5. Jahrestag des rechtsterroristischen Anschlags von Halle 9.10.2024 17:30 Uhr Oranienplatz,"Kundgebung

zum 5, Jahrestag

des

rechtsterroristischen

Anschlags von Halle

9.10.2024

17:30

Uhr

Oranienplatz","Kundgebung zum 5, Jahrestag des rechtsterroristischen Anschlags von Halle 9.10.2024 17:30 Uhr Oranienplatz"
0160.jpg,simple,"ALICE WEIDEL IN DER ""BUNDESTAGSWAHL - SCHLUSSRUNDE"" HEUTE, LIVE 22:00 UHR ARD & ZDF! ZEIT FÜR DEUTSCHLAND. AfD","AL

WE

EL IN DER

DES)

AHL

$CHLUSSRUNDE

BUN

.

i ©

.-—

SEA — :

— HEUTE/LIVE

22:00 UHR ARD & ZDF!

AfD

ZEITFÜR DEUTSCHLAND,","AL WE EL IN DER DES) AHL $CHLUSSRUNDE BUN . i © .-— SEA — : — HEUTE/LIVE 22:00 UHR ARD & ZDF! AfD ZEITFÜR DEUTSCHLAND,"
0161.jpg,simple,"Ukraine Freiheit Demokratie NEIN Putin AfD 22.02.25 16 : 00 Brandenburger Tor 3 Jahre seit der großflächigen Invasion Unsere Stimme für die Ukraine, für Demokratie, für Freiheit FREE RUSSIANS GLOBAL Deutsch-russischer Menschenrechte-Dialog Demokrati-JA QUARTEERA MEMORIAL DEUTSCHLAND REFORUM SPACE We stand with Ukraine","NEIN

Ha

3 Jahre seit der großflächigen Invasion

Unsere Stimme für die Ukraine, für Demokratie, für Freiheit

@ @ Deutsch-russischer

F|USS|ANS . . Menschenrechte-

D Z

E

We

51 an d

with

UKrailin®","NEIN Ha 3 Jahre seit der großflächigen Invasion Unsere Stimme für die Ukraine, für Demokratie, für Freiheit @ @ Deutsch-russischer F|USS|ANS . . Menschenrechte- D Z E We 51 an d with UKrailin®"
0162.jpeg,simple,"Du willst dich antifaschistisch organisieren und suchst dafür andere Menschen? Dann komm‘ zu unserem Plenum! 14-tägig im Bandito Rosso* (Lottumstr. 10a, Prenzlauer Berg) Offenes Antifa Treffen 5. März 2025, 19 Uhr mit Input zum feministischen Kampftag Web: oatberlin.noblogs.org Mail: oat-berlin@riseup.net *leider nicht barrierearm","Du willst dich

antifaschistisch

organisieren

und suchst

dafür andere

%e

Menschen?

Dann komm:

ZU unserem

Plenum!

S

14-tägig im Bandito Rosso*

(Lottumstr. 10a, Prenzlauer Berg)

Offenes Antifa Treiffe

5,. März 2025, 19 Uhr

mit Input zum feministischen Kampftag

Web: oatberlin.noblogs.org

leider nicht barrierearm

Mail: oat-berlin@riseup.net","Du willst dich antifaschistisch organisieren und suchst dafür andere %e Menschen? Dann komm: ZU unserem Plenum! S 14-tägig im Bandito Rosso* (Lottumstr. 10a, Prenzlauer Berg) Offenes Antifa Treiffe 5,. März 2025, 19 Uhr mit Input zum feministischen Kampftag Web: oatberlin.noblogs.org leider nicht barrierearm Mail: oat-berlin@riseup.net"
0163.jpg,simple,STOPPT das Infektionsschutzgesetz 18.11.2020 Ab 11:00 Uhr openEnd Unsere Zivilisation - Unsere Regeln! Berlin - Bundestag ES GIBT KEINE,"STOPPT

da9ﬁféßtionsschutzgesetz

S

F

:11.:2020

’A

Uhr

openknd

Sere Zivilisation’- ÜnS_ere Regeln!

in läühﬂe3tag",STOPPT da9ﬁféßtionsschutzgesetz S F :11.:2020 ’A Uhr openknd Sere Zivilisation’- ÜnS_ere Regeln! in läühﬂe3tag
0164.jpg,simple,Demokratie verteidigen Demonstration 03.02 15:00 Graz Hauptbahnhof 16:30 Eintreffen Hauptplatz 18:00 Lichtermeer Kommt hin! Solidarisches Bündnis für Menschenrechte und Demokratie © Ayham Yossef,"Demokratie

verteidigen

Demonstrat

l

on

03.02

15:00 Graz Hauptbahnhof

16:30 Eintreffen Hauptplatz

18:00 Lichtermeer

%o

w

u

Ar

Ng

A

“n

3

Da

A

R

|

an

®

l

D

X<

E

‘:

Sohdansches Bundn15 fur Menschenrech’re

SE Dadın

XC

&* und Demokra'ne E

4‘f

HA

M

J—'.

©- AyM Yassef

j £

M",Demokratie verteidigen Demonstrat l on 03.02 15:00 Graz Hauptbahnhof 16:30 Eintreffen Hauptplatz 18:00 Lichtermeer %o w u Ar Ng A “n 3 Da A R | an ® l D X< E ‘: Sohdansches Bundn15 fur Menschenrech’re SE Dadın XC &* und Demokra'ne E 4‘f HA M J—'. ©- AyM Yassef j £ M
0165.jpg,simple,"2000er PARTY Strausberg Kulturpark - Wriezener Str., 15344 Strausberg Am Strand Eintritt 11,90 € Ab 12–23 Uhr DJ Van Tell DJ Tomekk Food & Drinks HAUPTSTADT KULTUR Wir danken unseren Partnern 2024 08.06.2024","Strausberg

Kulturpark - Wriezener Str., 15344 Strausberg

Am Strand

Eintritt 11,90 €

Ab 12-23 Uhr

DJ Vanj_e\\ /

59

A

/ DJ Tomekk. -

OD.Food & Drinks

Wir dank

Part 2024

MAMPE

A

Lays

2 [=","Strausberg Kulturpark - Wriezener Str., 15344 Strausberg Am Strand Eintritt 11,90 € Ab 12-23 Uhr DJ Vanj_e\\ / 59 A / DJ Tomekk. - OD.Food & Drinks Wir dank Part 2024 MAMPE A Lays 2 [="
0166.jpg,simple,"WORKSHOP: HOW TO KULTURFÖRDERUNG WITH KAROLINE LUCKS 12.03.25 16-19 Clubcommission Office, Brückenstraße 1, 10179 Berlin CLUBCOMMISSION CLUB CULTURE HUB","WORKSHOP:

HOW TO KULTURFÖRDERUNG

WITH KAROLINE LUCKS

12.03.25 16-19

Clubeommission Office, Brückenstraße 1,

10179 Berlin

CLUBCOMMISSION *+ GLUB GULTURE HUB","WORKSHOP: HOW TO KULTURFÖRDERUNG WITH KAROLINE LUCKS 12.03.25 16-19 Clubeommission Office, Brückenstraße 1, 10179 Berlin CLUBCOMMISSION *+ GLUB GULTURE HUB"
0167.jpg,simple,BIM Kulturzentrum auf KulTour Flutopfer-Stiftung von 1962 Samstag · Saturday 08.07.2023 14.00 – 17.00 Seniorenzentrum Nordlandweg Nordlandweg 110 · 22145 Hamburg Kinderfest Children’s festival,"e_o_0_

M

Kultur-

von 1962

Flutopfer-Stiftung

B!

zenfrum

LL

(auf Kultoan

Samstag - Saturday - Cy66ora + 44

08.07.2023

@© 14.00 - 17.00

Q Seniorenzentrum Nordlandweg

Nordlandweg 110 - 22145 Hamburg

Kinderfest

Children’s festival . HetcKuM dectNBaNb + 4Sa S Güs",e_o_0_ M Kultur- von 1962 Flutopfer-Stiftung B! zenfrum LL (auf Kultoan Samstag - Saturday - Cy66ora + 44 08.07.2023 @© 14.00 - 17.00 Q Seniorenzentrum Nordlandweg Nordlandweg 110 - 22145 Hamburg Kinderfest Children’s festival . HetcKuM dectNBaNb + 4Sa S Güs
0169.jpeg,simple,"in Vorbereitung auf den 8. März Mexiko: Im schwarzen Block der Feministinnen ARTE Reportage KURZFILMABEND 2. MÄRZ | 17:00 | ELELE Inang Maynila Life under martial law as a rebellious Catholic schoolgirl in the Philippines In the toilet there was a big window, that's where we'd smoke.","in Vorbereitung auf den 8

März

pa

Mexiko: Im schwarzen Block der

M]

Feministinnen

ia

“

Ar

ım

LA

ARTE Reportage

'A‘

i3——

“

V& R

KURZFILMABEND

2.MÄRZI17:00IELELE

Inang Maynila

Life under martial law as a

rebellious Catholic

|

{

schoolgirl in the Philippines

A

In the toilet there Wwas GW4 Mat's where werd

D",in Vorbereitung auf den 8 März pa Mexiko: Im schwarzen Block der M] Feministinnen ia “ Ar ım LA ARTE Reportage 'A‘ i3—— “ V& R KURZFILMABEND 2.MÄRZI17:00IELELE Inang Maynila Life under martial law as a rebellious Catholic | { schoolgirl in the Philippines A In the toilet there Wwas GW4 Mat's where werd D
0170.jpeg,simple,"fembi Plakate malen für den feministischen Kampftag! Am 04. März 2025 Ab 19.30 Uhr im Café Cralle Hochstädter Str. 10a, 13347 Berlin-Wedding","@

‘

Plakate mal

den feministischen

Kampftag!

Am 04. März 20

25

Ab 19.30 Uhr

A

im Cafe Cralle 4

A4

©

Hochstädter Str.10a,

13347 Berlin-Wedding

x

a S","@ ‘ Plakate mal den feministischen Kampftag! Am 04. März 20 25 Ab 19.30 Uhr A im Cafe Cralle 4 A4 © Hochstädter Str.10a, 13347 Berlin-Wedding x a S"
0171.jpg,simple,"Eltern stehen auf Rheinland-Pfalz Wir sind das Licht! # Masken-frei # Abstands-frei # Quarantäne-frei # freie Impfentscheidung Spaziergang jeden Tag im LockDown Ab Montag, 2.11. 19:00 - 19:30 Uhr Start Marktplatz in jeder Stadt/Ort KOMMT ALLE! Taschenlampe, Handy-Lampe, Laterne Die Leute werden neugierig sein und alle sehen. Es werden so immer mehr werden. Keine Anmeldung jeder für sich. Keiner kann uns so aufhalten! ElternStehenAuf.de https://t.me/ElternStehen_RLP","V Eitern

stehen auf

Rheinland-Pfalz

T e

Wir sind da

b |

Spaziergang jeden Tag im LockDown

Ab Montag, 2.11

19:00 - 19:30 Uhr

Start Marktplatz in jeder Stadt/Ort

KOMMIT ALLE!

Taschenlampe, Handy-Lampe, Laterne

Die Leute werden neugieri

so immer mehr werden.

eine Anmeldun

sein und alle sehen. Es werden

einer kann uns so aufhalte

g |1<=.-der für sich","V Eitern stehen auf Rheinland-Pfalz T e Wir sind da b | Spaziergang jeden Tag im LockDown Ab Montag, 2.11 19:00 - 19:30 Uhr Start Marktplatz in jeder Stadt/Ort KOMMIT ALLE! Taschenlampe, Handy-Lampe, Laterne Die Leute werden neugieri so immer mehr werden. eine Anmeldun sein und alle sehen. Es werden einer kann uns so aufhalte g |1<=.-der für sich"
0172.jpg,simple,"Stadtlauf STÄRKE ZEIGEN GEMEINSAM GEGEN GEWALT AN FRAUEN 6 km Hanau Marktplatz 2016 17 Uhr 16. September www.hanauerstadtlauf.de Veranstalter: Magistrat der Stadt Hanau, Frauenbüro und Fachstelle Sport - Main-Kinzig-Kreis, Referat für Frauen und Chancengleichheit - 1. Hanauer Lauftreff - Sportkreis Main-Kinzig e.V.","i&

BERBEI

dl

E

O

DE

&78

A

$‘7‘

>%

m

7

*©

N

l

N

N

s

A

SI

{

C

e

Yl

4

B

Y

8}

$TARKE ZEIGEN

X:

T

n

zr Vn

GEM

A

GE

C

A

<

(3

43

6 km

2016

Hanau

17 Uhr

Marktplatz

16. September

’

“

V

.n

r

T

]].r_.a

GOODYEAR DUNLOP BARMER

die gesund

umıiıcore

HSB

en

fa I

FE

X

MKK

Stadtwerke Hanau

% Kreiswerke

[ esinn ]

V

Veror

jen: Magistrat der Stodt

1.Honaver Loufirafl . Sportkr

‚büro und Fochstelle Spert - Moin-Kinı

Kinzig eM.

zeis, Refer

Fravenlrogen und Chancengieschheit","i& BERBEI dl E O DE &78 A $‘7‘ >% m 7 *© N l N N s A SI { C e Yl 4 B Y 8} $TARKE ZEIGEN X: T n zr Vn GEM A GE C A < (3 43 6 km 2016 Hanau 17 Uhr Marktplatz 16. September ’ “ V .n r T ]].r_.a GOODYEAR DUNLOP BARMER die gesund umıiıcore HSB en fa I FE X MKK Stadtwerke Hanau % Kreiswerke [ esinn ] V Veror jen: Magistrat der Stodt 1.Honaver Loufirafl . Sportkr ‚büro und Fochstelle Spert - Moin-Kinı Kinzig eM. zeis, Refer Fravenlrogen und Chancengieschheit"
0173.jpg,simple,DEMONSTRATION FÜR DIE AUFNAHME DER MENSCHEN AN DER POLNISCH BELARUSSISCHEN GRENZE! 14. NOVEMBER 14 UHR BRANDENBURGER TOR,"Up®

DEMONSTRATION

FÜR DIE

AUFNAHME DER

MENSCHEN

AN DER POLNISCH

BELARUSSISCHEN

GRENZE!

14. NOVEMBER

BRANDENBURGER TOR

\ A |",Up® DEMONSTRATION FÜR DIE AUFNAHME DER MENSCHEN AN DER POLNISCH BELARUSSISCHEN GRENZE! 14. NOVEMBER BRANDENBURGER TOR \ A |
0176.jpg,simple,"Samstag, 30.11.2024, 11–13 Uhr CODING in der Feuerwache Bibliothek “Alte Feuerwache” Michael-Brückner-Str. 9, Schöneweide Bring ein Laptop oder Tablet mit oder reserviere ein Leihgerät! KOSTENLOS PROGRAMMIEREN LERNEN JETZT ANMELDEN! https://pretix.eu/dojosw/ https://coderdojo-schoeneweide.de","U “‘

W

Samstag, 30.11.2024, 11-13 Uhr

CODING

in dier Feuerwache

Bibliothek “Alte Feuerwache”

Michael-Brückner-Str. 9, Schöneweide

m Bring ein Laptop oder Tablet mit

oder reserviere ein Leihgerät!

KOSTENLOS

PROGRAMMIEREN

LERNEN

https://coderdojo-schoeneweide.de","U “‘ W Samstag, 30.11.2024, 11-13 Uhr CODING in dier Feuerwache Bibliothek “Alte Feuerwache” Michael-Brückner-Str. 9, Schöneweide m Bring ein Laptop oder Tablet mit oder reserviere ein Leihgerät! KOSTENLOS PROGRAMMIEREN LERNEN https://coderdojo-schoeneweide.de"
0177.jpg,skewed,"STOPPT DIE AfD SOMMER, SONNE, ANTIFA! DEMO SOMMERFEST DER AFD VERMIESEN Demo gegen das Sommerfest der AfD in Templin SAMSTAG 07.09. 14:00 Uhr Am Markt 11 17268 Templin Austehen-gegen-Rassismus.de","DEMO

SOMMERFEST DER AFD

VERMIESEN

7.0'

Z

kı

E N

mp

M

O

N.

dA

CKERWS

Austehen-gegen-Rassismus.de",DEMO SOMMERFEST DER AFD VERMIESEN 7.0' Z kı E N mp M O N. dA CKERWS Austehen-gegen-Rassismus.de
0178.jpg,skewed,JETZT KARTEN SICHERN! dance first tanzfestival juni/juli 2024 DI 16.07.24 Stadtsaal Fürstenfeldbruck KROATISCHES NATIONALBALLETT TRANSPARADA Choreografie: Maša Kolar / Mauro Bigonzetti / Marco Goecke / Nadav Zelner www.dancefirst.de,"JETZT

KARTEN

&{ dance

Irsi

D 16.07.24

.E‚’..:'J

S >

SLaUtSaal

FÜFSTEMEIADFUCK

KROATISCHES NATIONALBALLETT

TRANSPARADA

AUNOTCOYTANG

Masa Kolar/ Mauro BIYONZEL / MarcO GOGCKE / NadavZeiner",JETZT KARTEN &{ dance Irsi D 16.07.24 .E‚’..:'J S > SLaUtSaal FÜFSTEMEIADFUCK KROATISCHES NATIONALBALLETT TRANSPARADA AUNOTCOYTANG Masa Kolar/ Mauro BIYONZEL / MarcO GOGCKE / NadavZeiner
0179.jpg,skewed,Rechts- extremismus stoppen In Europa & vor Ort DEMOS im ganzen Land 23.5. bis 8.6.24 Demokratie verteidigen rechtsextremismus-stoppen.de,"Rechts-

In Europa

& vor Ort

ım

anzen

Land

23.5. bis 8.6.24

rechtsextremismus—stoppen.‚dé",Rechts- In Europa & vor Ort ım anzen Land 23.5. bis 8.6.24 rechtsextremismus—stoppen.‚dé
0180.jpg,skewed,IS PALESTINE A FEMINIST ISSUE?! ZUR VERSCHRÄNKUNG VON (QUEER-)FEMINISMUS UND ANTISEMITISMUS Vortrag & Diskussion mit Cordula Trunk Do 19.12. 19:00 Uhr about blank Markgrafendamm 24c,"IS PALESTINE

A FEMINIST

ISSUE?!

ZUR VERSCHRÄNKUNG

VON

(QUEER-)FEMINISMUS

UND ANTISEMITISMU

Vortrag _& Diskussion mit

äO

- Ul’

Cordula Tran - ;

SS

-o.ﬁ

2“

Do 19

®

35

3©

19:00

r

SR",IS PALESTINE A FEMINIST ISSUE?! ZUR VERSCHRÄNKUNG VON (QUEER-)FEMINISMUS UND ANTISEMITISMU Vortrag _& Diskussion mit äO - Ul’ Cordula Tran - ; SS -o.ﬁ 2“ Do 19 ® 35 3© 19:00 r SR
0181.jpg,skewed,"ES IST WIEDER SOWEIT! IN RAHLSTEDT IST WAS LOS, Digga! 28. Rahlstedter KULTUR WOCHEN 31. AUGUST – 18. OKTOBER 2024 VERSCHIEDENE ORTE IN RAHLSTEDT RAHLSTEDTER KULTURWOCHEN","ESIST WIEDER SOWEIT! £

O

z

IN RAHLSTEDT

IST WAS LOS,

-

>

28-

Digga!

Rahlsted:

KULTUR \

WOCHEN

31. AUGUST - 18. OKTOBER 2024

VERSCHIEDENE ORTE IN RAHLSTEDT","ESIST WIEDER SOWEIT! £ O z IN RAHLSTEDT IST WAS LOS, - > 28- Digga! Rahlsted: KULTUR \ WOCHEN 31. AUGUST - 18. OKTOBER 2024 VERSCHIEDENE ORTE IN RAHLSTEDT"
0182.jpg,skewed,ANTIFA-BLOCK AUF DER LICHTENHAGEN-DEMO 27.08.2022 – Rostock-Lichtenhagen DAS BISSCHEN TOTSCHLAG... DEUTSCHE ZUSTÄNDE AUFMISCHEN 30 JAHRE NACH DEN POGROMEN »ERINNERST DU DICH NOCH AN ROSTOCK-LICHTENHAGEN« BUNDESWEITE DEMO IN ROSTOCK: 27. AUGUST 2022,"ANT. IFA-BI.OCK

C:’

AUF DER LI

v

Da wrSScHEN TOTSCHLAG

""CHE ZUSTÄNDE AUFMISC

A |

30 JAHRE NACH DEN POGR'

a

»ERINNERST DU DICH NOCH

TOCK-LICHTENHA

GEN""'

STOCK: 27. AUGUST 2022

L a","ANT. IFA-BI.OCK C:’ AUF DER LI v Da wrSScHEN TOTSCHLAG ""CHE ZUSTÄNDE AUFMISC A | 30 JAHRE NACH DEN POGR' a »ERINNERST DU DICH NOCH TOCK-LICHTENHA GEN""' STOCK: 27. AUGUST 2022 L a"
0183.jpg,skewed,RAVE KUNDGEBUNG KASTANIENALLEE 86 BERLIN SUN 14TH APRIL NOON TO 8 PM (SHARP) TUNTENHAUS BLEIBT,"‘}

GEB

Q

M

l P

f

amrıa

555555

Au",‘} GEB Q M l P f amrıa 555555 Au
0185.jpg,skewed,Eintritt frei! fürstenfelder TÖPFER & KUNST HAND WERKER MARKT 10–18 Uhr 10.+11.08.24 Fürstenfeldbruck,"S

(

R

E

(

ZA

Z

D

E

(

s

=—)

S

S

RA

_‚

N)

\A

\

(*

N

A

b

A

V/ \/\

V \

©

-

&A

_J)/

&x

D

\\

x

„

>

CAXN

>

\\r

A

\x

A

k >

\w

«N

10-18

Uhr

4 (']\

10.+

-11.0

VUO.

*)Lr‘

z

D

Fürstenfe

eldb

JrUu

ck",S ( R E ( ZA Z D E ( s =—) S S RA _‚ N) \A \ (* N A b A V/ \/\ V \ © - &A _J)/ &x D \\ x „ > CAXN > \\r A \x A k > \w «N 10-18 Uhr 4 (']\ 10.+ -11.0 VUO. *)Lr‘ z D Fürstenfe eldb JrUu ck
0186.jpg,skewed,"RELEASE Freitag, 11. Oktober 2024 Einlass ab 18 Uhr Beginn: 19 Uhr im ://about blank Markgrafendamm 24c 10245 Berlin Musik: DJ Andreas Michalke mit Schallplatten aus Marseille FRENCH CONNECTION PARTY Eine Veranstaltung des disko e.V.","Freitag,

11. Oktober 2024

Einlass ab 18 Uhr

Beginn: 19 Uhr

im ://about blank

Markgrafendamm 24Cc

D

10245 Berlin

Eine Veranstaltung de:

FRENCH

CONNECTI

on

diske..","Freitag, 11. Oktober 2024 Einlass ab 18 Uhr Beginn: 19 Uhr im ://about blank Markgrafendamm 24Cc D 10245 Berlin Eine Veranstaltung de: FRENCH CONNECTI on diske.."
0187.jpg,skewed,"Autobahn-Abrissparty Rückbau statt Neubau – Stadtraum für alle Brücke überm Breitenbachplatz Sonntag, 2.6.24 | 16 - 20 Uhr","E D

V

J

<

dIs

S

N

Rückbau statt lieul]äfä

— Stadtraum für alle

“

A

—

""enbachpjat

S

FUr

z

*'""'”4;„

E

©

>

Eiehe

S

M

T

lebens

CHANGING

F n ©

—l7_""ig

CIMES

BI-WUHLHEIDE

Pcwer€h/ft BUND

venmJ»smww IVEN

:llabout blank

I;Eßlef_

autofrei

3R

CULTURE|","E D V J < dIs S N Rückbau statt lieul]äfä — Stadtraum für alle “ A — ""enbachpjat S FUr z *'""'”4;„ E © > Eiehe S M T lebens CHANGING F n © —l7_""ig CIMES BI-WUHLHEIDE Pcwer€h/ft BUND venmJ»smww IVEN :llabout blank I;Eßlef_ autofrei 3R CULTURE|"
0190.jpg,skewed,"AUF DER AUTOBAHN SPEKTAKEL WORKSHOP 20.11.2022 ZUKUNFT AM OSTKREUZ LASKERSTRASSE 5, 10245 BERLIN 14–19 UHR","l

4o

0_ 8

.ﬂJ'

l

»/>

W

20.11.2022

RKSHOP

wr

ZUKUNFT AM OSTKREUZ

% LASKERSTRASSE 5, 10245 BERLIN","l 4o 0_ 8 .ﬂJ' l »/> W 20.11.2022 RKSHOP wr ZUKUNFT AM OSTKREUZ % LASKERSTRASSE 5, 10245 BERLIN"
0191.jpg,skewed,STURZ dem IMPERIALISMUS 27.02 18:00 Uhr Oranienplatz Nein zur Zeitenwende Stoppt den Krieg in Kurdistan! WK WIDERSTANDSKOMITEE,"18:00 Uhr

E

Oranignphtz

A",18:00 Uhr E Oranignphtz A
0193.jpg,skewed,"RAUS GEGA NGEN EROBIQUE NEUJAHRS PARTY FESTSAAL KREUZBERG MI, 01.01. AB 21:00 UHR TIPP","|

\{

X

!}

A

ALı

A

m—

M

H

—

'

M

g CR

x D",| \{ X !} A ALı A m— M H — ' M g CR x D
0194.jpg,skewed,VIELFALT. KULTUR. LEBEN A100 WEGBASSEN! SA 17.05.2025 S TREPTOWER PARK 14–17 UHR Protestfest für Kinder und Erwachsene 17–22 UHR Protestrave,"A

VIELFALT--

LEBEN

KULTUR.

A100 W

EGBASSEN

— —

N

—z

=

T

L

<

V

\

/ )

W

Z

A

IN

AL

Z

Z

17.05.2025

«

S

Z

{

7

S TREPTOWER PARK

tfest für

14-17 UHR Protes

Kinder und Erwachsene

<

r

wave

z

///

17- HR Prate„ys„f

u

V

E

M

M

z

}

DOmE0

A

Z GE

A100

CHANGINO —

CIES

:!labout blank

&

8

SR Wegbassen!

l

XKO

Ö

SE",A VIELFALT-- LEBEN KULTUR. A100 W EGBASSEN — — N —z = T L < V \ / ) W Z A IN AL Z Z 17.05.2025 « S Z { 7 S TREPTOWER PARK tfest für 14-17 UHR Protes Kinder und Erwachsene < r wave z /// 17- HR Prate„ys„f u V E M M z } DOmE0 A Z GE A100 CHANGINO — CIES :!labout blank & 8 SR Wegbassen! l XKO Ö SE
0195.jpg,skewed,BERLIN ACTION ANTICAPITALIST-ANTIFASCIST DAS MONOPOL ZERSCHLAGEN! TOWER TO THE PEOPLE! 26.10 Schleidenplatz 16:30 Uhr FCK AMZN,"z

RN

M

LE

e

INOANANO

1

_

Bl

SE

.

x

Pa

S

{l

Hl

aM

X

Jkl

I0„

DAS’MONOPOL

dl

ZERSCHLAGEN

a}

—} TOWER

Z

1

TO THE

I

f»— * PEOPLE!

E

©

N

x

\

nnnnn m

S

Z

""""‘°’Mus‘

N

z ‚'\.-—

S

D

Z A

Schleidenplat

16:30 Uhr

——

‘&

N

A","z RN M LE e INOANANO 1 _ Bl SE . x Pa S {l Hl aM X Jkl I0„ DAS’MONOPOL dl ZERSCHLAGEN a} —} TOWER Z 1 TO THE I f»— * PEOPLE! E © N x \ nnnnn m S Z """"‘°’Mus‘ N z ‚'\.-— S D Z A Schleidenplat 16:30 Uhr —— ‘& N A"
0196.jpg,noisy,26.4 WHOSE STREETS? ANTIFA HEIßT ANGRIFF WIDERSTAND WIE NOCH NIE BERLIN BERLIN ANTIFA! NAZI-AUFMARSCH VERHINDERN! 12:15 - Start S Friedrichstraße (Südseite) 13:00 - Zwischenkundgebung Bebelplatz 13:30 - Gegenprotest Neptunbrunnen (Nähe Startplatz rechte Demo) → Weitere Route: Infos folgen!,"I_

. E

SA NANU)}

I=

) A}

E

@1

'

A

'I

r\k‚z

l RN

NAZI-AUFMARSCH VERHINDERN!

12:15 - Start S Friedrichstraße (Südseite)

13:00 - Zwischenkundgebung Bebelplatz

13:30 - Gegenprotest Neptunbrunnen

(Nähe Startplatz rechte Demo)

Weitere Route: Infos folgen!",I_ . E SA NANU)} I= ) A} E @1 ' A 'I r\k‚z l RN NAZI-AUFMARSCH VERHINDERN! 12:15 - Start S Friedrichstraße (Südseite) 13:00 - Zwischenkundgebung Bebelplatz 13:30 - Gegenprotest Neptunbrunnen (Nähe Startplatz rechte Demo) Weitere Route: Infos folgen!
0197.jpg,skewed,DER AfD WIDER- SETZEN 22.2.25 12:30 DEMO S HOHENSCHÖNHAUSEN VORTREFFPUNKT DEMO 12:00  S LICHTENBERG 13:00 KUNDGEBUNG PREROWER PLATZ,"DER AfD

k-

W

SEVAEIN

A

>m.\\

77!\""1""r_\

N m.""l

22.2.25

Yn

'!!m.

12:30 DEMO

AL

S HOHENSCHÖNHAUSEN

MOS

E«£

""I.mm

7

VORTREFFPU,

%9 S LIC

n

NKT DEMO

ı

Ala

TENBERG

W'F' l .g

13:00

M MM

Maa

KUNDGEBUNG

PREROWER PLAT

B

bb

ı z

u\

==-

S","DER AfD k- W SEVAEIN A >m.\\ 77!\""1""r_\ N m.""l 22.2.25 Yn '!!m. 12:30 DEMO AL S HOHENSCHÖNHAUSEN MOS E«£ ""I.mm 7 VORTREFFPU, %9 S LIC n NKT DEMO ı Ala TENBERG W'F' l .g 13:00 M MM Maa KUNDGEBUNG PREROWER PLAT B bb ı z u\ ==- S"
0198.jpg,fancy,"ZEIT ZU HANDELN AFD-WAHLPARTY STÖREN! FIGHT AfD! SONNTAG, 23.2. WAHLTAGPROTEST 15.30 UHR SAMMELPUNKT Eingang Gesundbrunnen Center antifaschistisch · queerfeministisch · klimagerecht antirassistisch · klassenkämpferisch","ZEITZUHANDELN

a

F

‚B

Pa ——n

1G

Tf

antifaschistisch - queerfeministisch - klimagerecht

antirassistisch - klassenkämpferisch",ZEITZUHANDELN a F ‚B Pa ——n 1G Tf antifaschistisch - queerfeministisch - klimagerecht antirassistisch - klassenkämpferisch
0199.jpg,skewed,"RECHTEN MARSCH DURCH MITTE STOPPEN! SAMSTAG, 22.02.25 SCHIFFBAUERDAMM 1 AB 11:30 UHR STOPPEN! FÜR EINE VIELFÄLTIGE UND SOLIDARISCHE GESELLSCHAFT!","RECHTEN MARSCH

DURCH MITTE®

SAMSTAG, 22.02.25

SCHIFFBAUE&DAMM 1

AA

(SUC

||

|

A

406

FÜR EINE VIELF

4

@

UND SOLIDARISCHE GESE[LSCHAFT' \","RECHTEN MARSCH DURCH MITTE® SAMSTAG, 22.02.25 SCHIFFBAUE&DAMM 1 AA (SUC || | A 406 FÜR EINE VIELF 4 @ UND SOLIDARISCHE GESE[LSCHAFT' \"
