image,groundtruth_text,ocr_text,CER,WER
0217.jpg,"GEGENKUNDGEBUNG ZUR RECHTSOFFENEN QUERFRONTDEMO „AUFSTAND FÜR FRIEDEN“ SAMSTAG, 25.02. AB 14 UHR Im Tiergarten ggü. US-Botschaft, Ecke Platz des 18. März RIGHT TO RESIST LINKE UKRAINE-SOLIDARITÄT BERLIN @righttoresistUA GERADEDENKEN","GEGENKUNDGEBUNG ZUR RECHTSOFFENEN QUERFRONTDEMO SAMSTAG, 25.02 AB 14 UHR LINKE UKRAINE-SOLDARITAT BERLIN Im Tiergarten ggü. US-Botschaft, Ecke Platz des 18. März GERADEDENKEN 9 ? ? Im Tiergarten US-Botschaft, @righitoresistUA Im 'AUFSTAND FÜR FRIEDENE 9 ??",0.5043,0.7241
0218.jpg,Geradedenken präsentiert: CAPTAIN FAIL VS. BÖHMERMANN Montag 09.01.2023 18:00 Uhr Max-Schmeling-Halle,&Illle dieBasis Geradedenken präsentiert: [APIAINE Montag 09.01.2023 18.00 Uhr Max-Schmeling-Halle GERADE VS_BüHMERMaxn (APTAIN BOHMERMANN,0.7723,1.0
0219.jpg,StraßenFFFest 3.9.22 14:30 Laufdemo Leopoldplatz 16-19 Uhr Mauerpark Straßenfest ab 19 Uhr Rave in den Abend FRIDAYS FOR FUTURE Berlin Geradedenken,SiraßenFFlest 3.922 14830 Laufdemo Leopoldplatz 116-79 Uhr Mauerpark Straßenfest ab 19 Uhr Geradedenken Rave in den 'Alsend FOR Berlin @ 7 [ [ [ [ [ ,0.3265,0.7143
0220.jpg,2. Antifaschistisches PICKNICK Gegen Querdenken und Rechts IM MAUERPARK 06.08 SAMSTAG ab 14 Uhr Musik & Kundgebung,2 Antifaschistisches PICKNICK Gegen @uerdenken IM MAUERPARK 06.08 SAMSTAG ab 14 Uhr RECHTS GEGEN und Rechts Geradedenken Musik & Kundgebung OMAS 2. Antifaschistisches 1 Ur,0.7193,0.8235
0221.jpg,GEGEN KRIEG FASCHISMUS UND QUERFRONT Kein Platz für Verschwörungsideolog*innen und ihre rechtsoffene »Friedenskundgebung« auf dem Weißenseer Antonplatz! DEMO 25.06.22 12³⁰ UHR ANTONPLATZ WEISSENSEE www.antifa-nordost.org,"Equerfront Kein Platz für Verschwörungsideolog*innen und ihre rechtsoffene ""Friedenskundgebung< auf dem Weißenseer Antonplatz! wwwantifa-nordost.org Gegen Krieg antonplatz Weissensee KIIO antifa-nordost org",0.4182,0.5833
0222.jpg,GEGEN SOZIALE UNGERECHTIGKEIT UND KRIEG DER KOMMT! WEDDING QUERDENKEN GEHT! #b0105wedding #SPAZIERSTOP 1. MAI 13 UHR NETTELBECKPLATZ DIE LINKE WEDDING | OMAS GEGEN RECHTS | GERADEDENKEN KEIN SCHULTERSCHLUSS MIT RECHTEN & ANTISEMIT:INNEN,UND  DER WEDPING KOMMT! #bo1oswedding #SPAZIERSTOP MAI NETTELBECXPLAIZI KEIN SCHULTERSCHLUSS MIT RECHTEN & ANTISEMIT :INNEN UNGERECHTIGKEIT KRIEG 8 13 UHR GEGENS 1 1 MAI 1,0.6441,0.875
0223.jpg,SAMSTAG AB 13:30 UHR Querdenken VERSENKEN AFD is a TRAP IM GÖRLI EINGANG SKALITZER Omas gegen Rechts | GeradeDenken Antiverschwurbelte Aktion,SAMSTAG AFD 9 TRAP 9 Qurdenken AB 13.30 UHR VERSEVKEN is LINGANG SKALTITZER ANTIVERSCHWURBELTE GERADEDENKEN ANTIVERSCHWURBELTEAKTION EBE 19 OMAs GEGEN REcHTs,0.8298,0.9524
0224.jpg,"SPAZIER STOP Lokal Dezentral Überall + Putinfans GEGEN QUERDENKEN UND RECHTS KASTANIENALLEE/ZIONSKIRCHSTRASSE MONTAG, 28.02. 19 UHR JEDEN MONTAG DEMO No 9 NEUER STANDORT","Putinfans KASTANIENALLEE / ZIoNSKIRCHSTRASSE JEDEN DEMO SPAZIER STOP Dezentral Lokal Überal NEUER STANDORT No 9 MONTAG, 28.02. 19 UHR [MONTAG 'GEGEI QUERDEOKEO UOD RECHTS",0.7692,0.9565
0225.jpg,Berlin! Besser ohne die Junge Alternative. 11.12.21 14.30 Kundgebung Washingtonplatz BERLINER BÜNDNIS GEGEN RECHTS,"11.12.21 14,30 Kundgebung Washingtonplatz GEGES Beclin? Besset obue die Juuge altecuative, BERLENFS BERLINER [GEGEN",0.8246,1.0
0226.jpg,Alle Geschlechter willkommen! S+U Schönhauser Allee 13:00 Uhr Barrierearm Maskenblock 08. MÄRZ FEMINISM UNLIMITED DEMONSTRATION,Alle Geschlechter S#U Schönhauser Allee Barrierearm willkommenl Maskenblock 0BMARZ FEMINISM UNLMMTED DEMONSTRATION NEIZWERX 2 AFEMINISM UNLM [ED JNL,0.5827,0.9333
0227.jpg,RAUS ZUM FEMINISTISCHEN KAMPFTAG! 8. MÄRZ DEMO 2025 19 UHR CEIJA STOJKA PLATZ 1070 WIEN FÜR EINEN UNIVERSELLEN FEMINISMUS!,RAUS ZUM FEMINISTISCHEN KAMPFTAG ! 8. MÄRZ DEMO 2025 19 UHR GEIJA STOJKA PLATZ 1070 WIEN FUR EINEN UNI ERSELLEN FEMINISMUS ! WIEN 60 DEMO FÜR EINEN UN RSELLEN FEMINISMUS ! 20 > MÄR 8. MÄR STOAIZ,0.6148,1.1579
0228.jpg,19.04.2025 Einladung zum Gedenkspaziergang ehm. Zwangsarbeiter*innen-Lager Großmotorenwerk der Daimler- Benz AG in Ludwigsfelde und gemeinsame Gedenkminute am Waldfriedhof,"19.04.2025 Einladung zum Gedenkspaziergang ehm. - Benz AG in Ludwigsfeldeune gemeinsame Gedenkminute , am Waldfriedhof Zwangsarbeiter*innen-Lager_ ehm Zwangsarbeiter' Großmotorenwerk deni AG in Ludwigsfelde und 'innen-Lager Daimler- Benz Großmotorenwerk der Delimleger AGin Ludwigsfelde und Dai Zwangsarbeiter' Doim 00@",1.0936,1.5
0229.jpg,WIR BLEIBEN ALLE! POLITISCH MOTIVIERTE ABSCHIEBUNGEN STOPPEN DEMO FR. 18. APRIL 16°° ALEX,BE BLEIBEN POLITISCH ABSCHIEBUNGEN MOTIVIERTE STOPPEN POLIZEI DEMO ALEX FR: 78.APRIL 16  Ds WIR L,0.6067,0.9231
0230.jpg,"PROPAGANDA DER YUPPIESCHWEINE PunkRock_Lyrik gegen die Arbeit Donnerstag, 17.04.25, 19:00 Uhr RegenbogenCafé","FRDPAGANDA DER PunkRock Lyrik gegen die Arbeit Donnerstag , 17.04.25, 19:00 Ulas PunkRock_Lyrik 25 Regenbcgencafe",0.3889,0.75
0231.jpg,"STUDENTISCHE FREIRÄUME UND PROTEST AN DER FU VORTRAG IM ROTEN CAFÉ Di, 15. APRIL AB 18 UHR IHNESTR. 22, KELLER VORTRAG UND DISKUSSION KÜFA UND GETRÄNKE (GEGEN SPENDE) GEGEN IHRE KRIEGE","EM Di, Ihnestr: 22, keller Küra uNd GeTRÄNKE ( Gegen Spende ) GEGEN VORTRAO ROTEN Uorurag DzsKusszon IHRE UND",0.8098,0.9355
0232.jpg,"Save the Date! 13.04.25 15–21 Uhr Diskussion, Basteln, Soli-Merch, Crêpes & Drinks Balkanbrücke Frühlingsevent beim Wagenplatz Lohmühle Lohmühlenstraße 17, 12435 B","Save the Date! 13.04.25 15-21 Uhr Diskussion, Basteln, & Drinks Balkanbrücke Frühlingsevent beim Wagenplatz Lohmüh Lonmühlenstraße 17 12435 Bil Soli-Merch, BALKANBRUCKE 12435 Bz 17, Crepes &",0.4356,0.6667
0233.jpg,"DEMONSTRATION 15:00 05.04.2025 U-BERNAUERSTRASSE Für eine demokratische Lösung der kurdischen Frage und die Freilassung von Abdullah Öcalan, dem Repräsentanten des kurdischen Volkes.","15800 05.04.2025 U-BERNAUERSIRASSE Für eine demokratische Lösung der kurdischen Frrage und die Freilassung von Abdullah @calan, dem DEMONSTRATION uro Repräsentanten_des kurdischen Volkes PEKC?JiN Repräsentanten kurdischen Volkes Upuis",0.4615,0.6364
0234.jpg,#TeslaTakedown 5. April - 12 Uhr Kundgebung Tesla Store Wilhelmstr. Berlin,"#Teslatakedowin 5, Aprill 2 12 Ulr Kundgebung Tesla Store Willhellmmstr  Berlin CAMPACT POLIT Heit 22 Tesla Store Wilhelmstr_ Berlin Tesla Store Wilhelmstr. Berlin LZI",1.3108,1.6364
0235.jpg,NEIN ZUM VETERANENTAG antikieg.blackblogs.org Provisorischer anarchistischer Antikriegsrat Berlin INFOTREFFEN / MOBI GEGEN DEN VETERANENTAG information and mobilization for the protest against the first German Veterans Day 3. April 2025 / 20:00 Fischladen Rigaerstr. 83 / 10247 Berlin U-Bhf Samariterstrasse,@inst any Bonhbi ap Anst any war J ainstany war BC ~HbI antikrieg-blackblogs-org for: 3 Aprill 2025 / 20:00 1024' VETERANENTAG Provisorischer Antikriegsrat Berlin INFOTREFFEN MOBI GEGEN DEN VETERANENTAG infornation and mobilization the protest first German Veterans April 2025 1 20:00 Fischladen Rigaerstr. 83 Berlin U-Bhf han 7an 99 NEIN ZuM 1 10247 Berlin MOBI GEGEN An Provi sorlscher,0.6026,1.1026
0236.jpg,"SOLIDARISCHER STAMMTISCH GEGEN 500 MILLIARDEN KRIEGSKREDITE Diskussion & Abendessen am 1. April ab 19:00 im Maggie, Frankfurter Allee 205","SOLIDARISCHER STAMMTISCH GEGEN 500 MILLIARDEN KRIEGSKREDITE Diskussion & Abendessen am 1 April ab Diskussion & Abendessen an 1,April ab",0.2628,0.3684
0237.jpg,"Kundgebung Gerechtigkeit für Cleo! Gegen Racial Profiling und Transmisogynoir! Mo, 31. März um 12 Uhr Justizzentrum Potsdam Jägerallee 10-12 14469 Potsdam","Kundgebung Gerechtigkeit für Cleo! Gegen Racial Profiling und Transmisogynoir! 12Uhr Justizzentrum Potsdam 14469 Potsdom Mo, 31. März um Mo, 31_ März 10-12 Potsdam",0.3896,0.5238
0238.jpg,BLEIBERECHTSKAMPF ABEND 18.00 - 20.00 FLINTA only *create a save space* open mic* 20.00 - 23.00 all gender welcome *BANDS* *THEM PRETTY SONGS* *INTENSIVE SNARE UNIT* 23.00 - open end all gender PARTY im CAFE U Bernkastelerstr. 78 13088 Berlin 28.03,CAFFE A8.00 20.00 TLINTA Besnkastelerst.78 epex 23.00 BLEIBERECHTSKXMIPF TEN Oniy welcoh 20.00 23. all PARTY 28@ open 20. 23.00 all_ m 78 Er #NTENSINE SNARE UNIT* BLEIBER 0 SOngs* TKEM 43 088 ECHTSMXMPF,0.75,0.9024
0239.jpg,Vergessene Arbeitskämpfe PUNK Abend Eintritt: 8€ Roter Salon in der VOLKSBÜHNE Wann: 24.11. Wer: LITBARSKI + COLORED MOTH 21 UHR arbeitskaempfe@volksbuehne-berlin.de,88 Sk PUNZA Abend Roter Salon Warna Werg 8€ Eintritt: CoLole arbeitskaempfe@volksbuehne-berlin-de ZLux2 2/ GG 4 elil 2l41 2 VOLKSBUANE,0.8,0.9048
0240.jpg,"#KeinFussbreit! Antisemitismus und Rassismus töten - rechter Terror bedroht unsere Gesellschaft! Demonstration: Sonntag - 13.10.2019 - 13 Uhr Bebelplatz - Berlin-Mitte unteilbar.org/keinfussbreit Foto: Allexkoch, CC BY-SA 4.0","#KeinFussbreit! Antisemitismus und Rassismus töten rechter Terror bedroht unsere Gesellschaft! Demonstration: 2019 13 Uhr Bebelplatz Berlin-Mitte unteilbar org/keinfussbreit Foto: Allexkoch, CC BY-SA 4.0 Sonntag 13.10.2019 us und Terror bedroht Geseuschafti suus toten",0.3911,0.6296
0241.jpg,Spaziergang mit dem Grundgesetz 19.12.2020 Rosa-Luxemburg-Platz 14:30 Uhr DEMOKRATISCHER WIDERSTAND UNTEILBAR NICHTOHNEUNS NICHTOHNEUNS Wie immer top hygienisch! Der Demokratische Widerstand besteht weiterhin * auf die ersten 20 Artikel unserer Verfassung! * auf die Würde der Alten & der Kranken! * auf Beendigung des obrigkeitsstaatlichen Terrors! * auf Beendigung des Notstands-Regimes! * auf Wahlen & umfassende Transparenz! * auf demokratische Regeln für unser künftiges Wirtschaftssystem! Anlass? - LOCKDOWN!,"[Spaziergang mit dem Crundg DEMOKRATISCHER 14830 Uhr 1 Anlass? Der Demokratische erstand bestehtwciterhin c auf Bcendigung des Notstands-Regimes? sche Regeli [paziergang mit dem Grundgesetz] 19.12.2020 Rosa-Luxemburg-Platz UNTEILBAR | Wie immer top hygienisch! ~LOCKDOWNI Demokratische Widerstand besteht weiterhin aufdie ersten 20 Artikel userer Verfassung! auf Beendigung des obrigkeitsstaatlichen Terrors! auf demokratische Regeln für unser künftiges Wirtschaftssystem! Der ; 2 2 Anlass?""LOCKDOWNI Uny",0.6693,0.8507
0242.jpg,SCHAUT NICHT WEG! Stoppt die Nazikampf- trainings in Weißensee 06.10.2024 DEMO 13 Uhr Antonplatz KEINEN RAUM DEM III. WEG! schautnichtweg.noblogs.org schautnichtweg_,Stoppt die Hazikampt traininps in Weißensee 12 Uhr Aotonnlatz SCHAUT HICHT WEG! 06.10.2024 DEMO KEINEH RAUM DEM schautnichtwen IIL. WEG! ( schaut,0.6121,0.8571
