image,gt_line,ocr_line,CER,WER
0178.jpg,KARTEN SICHERN!,,1.0,1.0
0178.jpg,dance,dance,0.0,0.0
0178.jpg,first,iiist,0.4,1.0
0178.jpg,tanzfestival,,1.0,1.0
0178.jpg,juni/juli 2024,,1.0,1.0
0178.jpg,DI 16.07.24,DI 16.07.24,0.0,0.0
0178.jpg,Stadtsaal,Stadtsaal,0.0,0.0
0178.jpg,Fürstenfeldbruck,Fürstenfeldbruck,0.0,0.0
0178.jpg,KROATISCHES NATIONALBALLETT,KROATISCHES NATIONALBALLETT,0.0,0.0
0178.jpg,TRANSPARADA,TRANSPARADA,0.0,0.0
0178.jpg,Choreografie:,Choreografie:,0.0,0.0
0178.jpg,Maša Kolar / Mauro Bigonzetti / Marco Goecke / Nadav Zelner,,1.0,1.0
0178.jpg,www.dancefirst.de,WWwsdancefirstsde,0.2353,1.0
0179.jpg,Rechts-,Rechts-,0.0,0.0
0179.jpg,extremismus,extremismus,0.0,0.0
0179.jpg,stoppen,stoppen],0.1429,1.0
0179.jpg,In Europa,In Europa,0.0,0.0
0179.jpg,& vor Ort,vor Ort,0.2222,0.3333
0179.jpg,DEMOS,DEMOS,0.0,0.0
0179.jpg,im,im,0.0,0.0
0179.jpg,ganzen,ganzen,0.0,0.0
0179.jpg,Land,Land,0.0,0.0
0179.jpg,23.5. bis 8.6.24,28.5- bis 8.6.24,0.125,0.3333
0179.jpg,Demokratie,Demokratiel,0.1,1.0
0179.jpg,verteidigen,verteidigen,0.0,0.0
0179.jpg,rechtsextremismus-stoppen.de,rechtsextremnismus-stoppen de,0.0714,2.0
0180.jpg,IS PALESTINE,IS PALESTINE,0.0,0.0
0180.jpg,A FEMINIST,A FEMINIST,0.0,0.0
0180.jpg,ISSUE?!,ISSUE?I,0.1429,1.0
0180.jpg,ZUR VERSCHRÄNKUNG,ZUR VERSCHRANKUNG,0.0588,0.5
0180.jpg,VON (QUEER-)FEMINISMUS,(QUEER-)FEMINISMUS,0.1818,0.5
0180.jpg,UND ANTISEMITISMUS,UND ANTISEMITISMUS,0.0,0.0
0180.jpg,Vortrag & Diskussion mit,Vortrag & Diskussion mit,0.0,0.0
0180.jpg,Cordula Trunk,Cordula Trunk,0.0,0.0
0180.jpg,Do 19.12.,Do 19.12.,0.0,0.0
0180.jpg,19:00 Uhr,19:00 Uhr,0.0,0.0
0180.jpg,about blank,,1.0,1.0
0180.jpg,Markgrafendamm 24c,,1.0,1.0
0181.jpg,ES IST WIEDER SOWEIT!,ES IST WIEDER SOWEIT!,0.0,0.0
0181.jpg,IN RAHLSTEDT,IN RAHLSTEDT,0.0,0.0
0181.jpg,"IST WAS LOS,","IST WAS LOS,",0.0,0.0
0181.jpg,Digga!,Digga!,0.0,0.0
0181.jpg,28.,,1.0,1.0
0181.jpg,Rahlstedter,,1.0,1.0
0181.jpg,KULTUR,KULTUR,0.0,0.0
0181.jpg,WOCHEN,WOCHEN,0.0,0.0
0181.jpg,31. AUGUST – 18. OKTOBER 2024,S1AUGUST - 18 OKTOBER 2024,0.1724,0.6667
0181.jpg,VERSCHIEDENE ORTE IN RAHLSTEDT,VERSCHIEDENE ORTE IN RAHLSTEDT,0.0,0.0
0181.jpg,RAHLSTEDTER KULTURWOCHEN,,1.0,1.0
0182.jpg,ANTIFA-BLOCK,ANTIFA-BLOCK,0.0,0.0
0182.jpg,AUF DER LICHTENHAGEN-DEMO,AUF DER LICHTENHAGEN-DEMO,0.0,0.0
0182.jpg,27.08.2022 – Rostock-Lichtenhagen,"27,08,2022 - Rostock-Lichtenhagen",0.0909,0.6667
0182.jpg,DAS BISSCHEN TOTSCHLAG...,PiSSCHEN TOTSCHLAG.,0.32,1.0
0182.jpg,DEUTSCHE ZUSTÄNDE AUFMISCHEN,,1.0,1.0
0182.jpg,30 JAHRE NACH DEN POGROMEN,NACH DEN POGROMEN,0.3462,0.4
0182.jpg,»ERINNERST DU DICH NOCH,"""ERINNERST DU DICH NOCH",0.0435,0.25
0182.jpg,AN ROSTOCK-LICHTENHAGEN«,"EOSTOCK-LICHTENHAGEN?""",0.25,1.0
0182.jpg,BUNDESWEITE DEMO IN ROSTOCK: 27. AUGUST 2022,,1.0,1.0
0183.jpg,RAVE,,1.0,1.0
0183.jpg,KUNDGEBUNG,nDGEBUN,0.4,1.0
0183.jpg,KASTANIENALLEE 86,KASTANIENALLEE 86,0.0,0.0
0183.jpg,BERLIN,BERLIN,0.0,0.0
0183.jpg,SUN 14TH APRIL,SUNOATH APRIL,0.2143,0.6667
0183.jpg,NOON TO 8 PM,[OONTO 8 PM,0.1667,0.5
0183.jpg,(SHARP),(SHARP),0.0,0.0
0183.jpg,TUNTENHAUS BLEIBT,,1.0,1.0
0185.jpg,Eintritt frei!,Eintritt,0.4286,0.5
0185.jpg,fürstenfelder,Fürstenfeldbruck,0.3846,1.0
0185.jpg,TÖPFER,TÖPFER,0.0,0.0
0185.jpg,&,,1.0,1.0
0185.jpg,KUNST,,1.0,1.0
0185.jpg,HAND,,1.0,1.0
0185.jpg,WERKER,WERKER,0.0,0.0
0185.jpg,MARKT,MARKT,0.0,0.0
0185.jpg,10–18 Uhr,10-18 Uhr,0.1111,0.5
0185.jpg,10.+11.08.24,10.+11.08.24,0.0,0.0
0185.jpg,Fürstenfeldbruck,,1.0,1.0
0186.jpg,RELEASE,RELEASED,0.1429,1.0
0186.jpg,"Freitag,","Freitag,",0.0,0.0
0186.jpg,11. Oktober 2024,11. Oktober 2024,0.0,0.0
0186.jpg,Einlass ab 18 Uhr,Einlass ab 18 Uhr,0.0,0.0
0186.jpg,Beginn: 19 Uhr,Beginn: 19 Uhr,0.0,0.0
0186.jpg,im ://about blank,im :/ labout blank,0.1176,0.6667
0186.jpg,Markgrafendamm 24c,Markgrafendamm24c,0.0556,1.0
0186.jpg,10245 Berlin,10245 Berlin,0.0,0.0
0186.jpg,Musik:,Musik:,0.0,0.0
0186.jpg,DJ Andreas Michalke,DJ Andreas Michalke,0.0,0.0
0186.jpg,mit Schallplatten,mit Schallplatten,0.0,0.0
0186.jpg,aus Marseille,aus Marseille,0.0,0.0
0186.jpg,FRENCH,FRENCH,0.0,0.0
0186.jpg,CONNECTION,CONNECTION,0.0,0.0
0186.jpg,PARTY,,1.0,1.0
0186.jpg,Eine Veranstaltung des,Eine Veranstaltung des,0.0,0.0
0186.jpg,disko e.V.,,1.0,1.0
0187.jpg,Autobahn-Abrissparty,,1.0,1.0
0187.jpg,Rückbau statt Neubau,Buckbau statt Neubau,0.1,0.3333
0187.jpg,– Stadtraum für alle,Stadtraum für alle,0.1,0.25
0187.jpg,Brücke überm Breitenbachplatz,,1.0,1.0
0187.jpg,"Sonntag, 2.6.24 | 16 - 20 Uhr",,1.0,1.0
0190.jpg,AUF DER AUTOBAHN,,1.0,1.0
0190.jpg,SPEKTAKEL,,1.0,1.0
0190.jpg,WORKSHOP,,1.0,1.0
0190.jpg,20.11.2022,"20,11.2022",0.1,1.0
0190.jpg,ZUKUNFT AM OSTKREUZ,,1.0,1.0
0190.jpg,"LASKERSTRASSE 5, 10245 BERLIN","LASKERSTRASSE 5 , 10245 BERLIN",0.0345,0.5
0190.jpg,14–19 UHR,,1.0,1.0
0191.jpg,STURZ dem IMPERIALISMUS,,1.0,1.0
0191.jpg,27.02,2702),0.4,1.0
0191.jpg,18:00 Uhr,18800 Uhr,0.1111,0.5
0191.jpg,Oranienplatz,oranienplatz,0.0833,1.0
0191.jpg,Nein,Nein,0.0,0.0
0191.jpg,zur,zur,0.0,0.0
0191.jpg,Zeitenwende,Zeitenwvende,0.0909,1.0
0191.jpg,Stoppt den Krieg,,1.0,1.0
0191.jpg,in Kurdistan!,inKurdistan,0.1538,1.0
0191.jpg,WK,WK,0.0,0.0
0191.jpg,WIDERSTANDSKOMITEE,,1.0,1.0
0193.jpg,RAUS,BAUS,0.25,1.0
0193.jpg,GEGA,GEGA,0.0,0.0
0193.jpg,NGEN,NGEN,0.0,0.0
0193.jpg,EROBIQUE,EROBIQUE,0.0,0.0
0193.jpg,NEUJAHRS PARTY,NEUJAHRS PARTY,0.0,0.0
0193.jpg,FESTSAAL KREUZBERG,FESTSAAL KREUZBERG,0.0,0.0
0193.jpg,"MI, 01.01. AB 21:00 UHR","MI, 01.04. AB 241:00 UHR",0.087,0.4
0193.jpg,TIPP,,1.0,1.0
0194.jpg,VIELFALT.,VIELFALI,0.2222,1.0
0194.jpg,KULTUR. LEBEN,,1.0,1.0
0194.jpg,A100 WEGBASSEN!,A7oo WEGBASSEN!,0.2,0.5
0194.jpg,SA 17.05.2025,SA 17.05.102,0.1538,0.5
0194.jpg,S TREPTOWER PARK,TREPTOIIER PARK _,0.375,1.0
0194.jpg,14–17 UHR Protestfest für,14-17 UHR Protestfest für,0.04,0.25
0194.jpg,Kinder und Erwachsene,Kinder und Erwachsene,0.0,0.0
0194.jpg,17–22 UHR Protestrave,17-22 UHR Protestrave,0.0476,0.3333
0195.jpg,BERLIN ACTION,,1.0,1.0
0195.jpg,ANTICAPITALIST-ANTIFASCIST,,1.0,1.0
0195.jpg,DAS MONOPOL,MONOPOL,0.3636,0.5
0195.jpg,ZERSCHLAGEN!,ZERSCHLACEN',0.1667,1.0
0195.jpg,TOWER,TOwER,0.2,1.0
0195.jpg,TO THE,,1.0,1.0
0195.jpg,PEOPLE!,PEOPLE!,0.0,0.0
0195.jpg,26.10,26.10,0.0,0.0
0195.jpg,Schleidenplatz,Schleidenplatz,0.0,0.0
0195.jpg,16:30 Uhr,16-30 Uhr,0.1111,0.5
0195.jpg,FCK,,1.0,1.0
0195.jpg,AMZN,AMZN,0.0,0.0
0196.jpg,26.4,,1.0,1.0
0196.jpg,WHOSE STREETS?,,1.0,1.0
0196.jpg,ANTIFA HEIßT ANGRIFF,,1.0,1.0
0196.jpg,WIDERSTAND WIE NOCH NIE,,1.0,1.0
0196.jpg,BERLIN BERLIN ANTIFA!,BERLIN BERLIN ANTIFA!,0.0,0.0
0196.jpg,NAZI-AUFMARSCH VERHINDERN!,NAZI-AUFMARSCH VERHINDERN!,0.0,0.0
0196.jpg,12:15 - Start S Friedrichstraße (Südseite),Start $ Friedrichstraße (Südseite),0.2143,0.5
0196.jpg,13:00 - Zwischenkundgebung Bebelplatz,Zwischenkundgebung Bebelplatz,0.2162,0.5
0196.jpg,13:30 - Gegenprotest Neptunbrunnen,Gegenprotest Neptunbrunnen,0.2353,0.5
0196.jpg,(Nähe Startplatz rechte Demo),(Nähe Startplatz rechte Demo),0.0,0.0
0196.jpg,→ Weitere Route: Infos folgen!,Weitere Route: Infos folgen!,0.0667,0.2
0197.jpg,DER AfD,DER AfD,0.0,0.0
0197.jpg,WIDER-,WIDER,0.1667,1.0
0197.jpg,SETZEN,SHIZEN,0.3333,1.0
0197.jpg,22.2.25,22.2.25,0.0,0.0
0197.jpg,12:30 DEMO,12830 DEMO,0.1,0.5
0197.jpg,S HOHENSCHÖNHAUSEN,S HOHENSCHÖNHAUSEN,0.0,0.0
0197.jpg,VORTREFFPUNKT DEMO,VORTREFFPUNKT,0.2778,0.5
0197.jpg,12:00  S LICHTENBERG,LICHTENBERG,0.45,0.6667
0197.jpg,13:00,13800,0.2,1.0
0197.jpg,KUNDGEBUNG,KUNDGEBUNG,0.0,0.0
0197.jpg,PREROWER PLATZ,PREROWER PLATZ,0.0,0.0
0198.jpg,ZEIT ZU HANDELN,ZEITT ZU HANDELN,0.0667,0.3333
0198.jpg,AFD-WAHLPARTY STÖREN!,AFD-WAHLPARTY STÖRENI,0.0476,0.5
0198.jpg,FIGHT AfD!,,1.0,1.0
0198.jpg,"SONNTAG, 23.2.","SONNTAG, 23.2",0.0714,0.5
0198.jpg,WAHLTAGPROTEST,WAHLTAGPROTEST,0.0,0.0
0198.jpg,15.30 UHR SAMMELPUNKT,15.30 UHR SAMMELPUNKT,0.0,0.0
0198.jpg,Eingang Gesundbrunnen Center,Eingang Gesundbrunnen Center,0.0,0.0
0198.jpg,antifaschistisch · queerfeministisch · klimagerecht,antifaschistisch - queerfeministisch . klimagerecht,0.0392,0.4
0198.jpg,antirassistisch · klassenkämpferisch,,1.0,1.0
0199.jpg,RECHTEN MARSCH,RECHTEN MARSCH,0.0,0.0
0199.jpg,DURCH MITTE,DURCHMITTE,0.0909,1.0
0199.jpg,"SAMSTAG, 22.02.25",SAMSTAG 22.02.25,0.0588,0.5
0199.jpg,SCHIFFBAUERDAMM 1,SCHIFFBAUERDAMM 1,0.0,0.0
0199.jpg,AB 11:30 UHR,AB 11:30 UHR,0.0,0.0
0199.jpg,STOPPEN!,STOPPEN!,0.0,0.0
0199.jpg,FÜR EINE VIELFÄLTIGE,FÜR EINE VIELFÄLTIGE,0.0,0.0
0199.jpg,UND SOLIDARISCHE GESELLSCHAFT!,UND SOLIDARISCHE GESELLSCHAFT!,0.0,0.0
0200.jpg,NEIN ZUR AFD!,NEIN ZUR AFDI,0.0769,0.3333
0200.jpg,DER AFD KEINE PLATTE LASSEN!,DER AFD KEINE PLATTE LASSENI,0.0357,0.2
0200.jpg,22.02.2025,22.02.2025,0.0,0.0
0200.jpg,AB 13:00 UHR,AB 13.00 UHR,0.0833,0.3333
0200.jpg,GEGEN DIE AFD,GEGEN DIE AFD,0.0,0.0
0200.jpg,ABSCHLUSSKUNDGEBUNG,ABSCHLUSSKUNDCEBUNG,0.0526,1.0
0200.jpg,UND IHRE POLITIK!,UND IHRE POLITIK !,0.0588,0.6667
0200.jpg,PREROWER PLATZ,PRERCWER PLATZ,0.0714,0.5
0200.jpg,NEU – HOHENSCHÖNHAUSEN,HCHENSCHÖNHAUSEN,0.3182,1.0
0201.jpg,Brandmauer,Brandmauer,0.0,0.0
0201.jpg,durch Merz und Co. gefallen,,1.0,1.0
0201.jpg,Gegen die Normalisierung von,Normalisierungvon,0.3929,1.0
0201.jpg,Transfeindlichkeit und Faschismus!,,1.0,1.0
0201.jpg,So 09.02.,S-09.>2,0.4444,1.0
0201.jpg,Willy-Brandt-Haus,Willy-Brandt-Haus,0.0,0.0
0201.jpg,15.0 Uhr,,1.0,1.0
0201.jpg,Protestzug zur,Protestzug zur,0.0,0.0
0201.jpg,CDU Bundesgeschäftsstelle,CDU Bundesgeschäftsstelle,0.0,0.0
0201.jpg,Unsere Protestwelle: 27.01 - 9.02 - 20.02 - 22.02,Unsere Protestwelle: 27.01 - 9.02 -20.02 - 22.02,0.0204,0.2222
0202.jpg,"Gegen Faschismus,",Faschismus;,0.4118,1.0
0202.jpg,Queer- und Frauen-,,1.0,1.0
0202.jpg,Feindlichkeit!,Feindlichkencg,0.2143,1.0
0202.jpg,14.12.,14.12 .,0.1667,2.0
0202.jpg,ca. 12.30 Uhr,ca. 12.30 Uhri,0.0769,0.3333
0202.jpg,Friedrichshain,Friedrichshain,0.0,0.0
0202.jpg,Markgrafendamm,Markgrafendamm,0.0,0.0
0202.jpg,24c & 25,,1.0,1.0
0202.jpg,Neuwahlen? Jetzt erst recht:,,1.0,1.0
0202.jpg,für ein buntes,,1.0,1.0
0202.jpg,statt braunes Berlin!,,1.0,1.0
0202.jpg,Klima statt Hetze,,1.0,1.0
0202.jpg,Nazi Aufmarsch verhindern,,1.0,1.0
0202.jpg,Neuwahlen?,Neuwahlen?,0.0,0.0
0202.jpg,Jetzt Erstrecht:,,1.0,1.0
0202.jpg,wider­setzen!,wviderseteng,0.3077,1.0
0202.jpg,WERDE nun aktiv,,1.0,1.0
0202.jpg,Gegenprotest – dem Naziaufmarsch widersetzen – nun aktiv werden!,,1.0,1.0
0202.jpg,ORDNER*INNEN & AWARENESS GESUCHT,ORDNER*INNEN & AWARENESS GESUCHT,0.0,0.0
0203.jpg,SUBKULTUR GEGEN AMAZON,,1.0,1.0
0203.jpg,Dogshit Skatepark,Dogshit Skatepark,0.0,0.0
0203.jpg,Nähe S+U Bfh Warschauerstr.,Nähe 8+U Bhf Warschauerstu,0.1852,0.75
0203.jpg,"29.11, ab 17:30h","29//,ab 1730h",0.3125,1.0
0203.jpg,% FOR SALE %,,1.0,1.0
0203.jpg,TOWER TO THE PEOPLE,,1.0,1.0
0203.jpg,161,,1.0,1.0
0203.jpg,FUCK OFF,,1.0,1.0
0203.jpg,ACAB,,1.0,1.0
0203.jpg,1312,,1.0,1.0
0204.jpg,14.00 Uhr,1400 Uhr,0.1111,0.5
0204.jpg,16.11.,16.11.,0.0,0.0
0204.jpg,Friedrichshain,Friedrichshain,0.0,0.0
0204.jpg,Forckenbeckplatz,Forckenbeckplatz,0.0,0.0
0204.jpg,Berlin,Berlin,0.0,0.0
0204.jpg,es reicht:,erstrecht:,0.3,1.0
0204.jpg,transfeindlichkeit,transfeindlichkeit|,0.0556,1.0
0204.jpg,tötet,tötet,0.0,0.0
0204.jpg,Neuwahlen,Neuwahlen:,0.1111,1.0
0204.jpg,erstrecht:,,1.0,1.0
0204.jpg,kämpfen,kämpfen,0.0,0.0
0204.jpg,statt,statt,0.0,0.0
0204.jpg,sterben!,sterben,0.125,1.0
0204.jpg,klima,klima,0.0,0.0
0204.jpg,statt,statt,0.0,0.0
0204.jpg,Hetze,Hetze,0.0,0.0
0204.jpg,OPEN MIC,OPEN MIC,0.0,0.0
0204.jpg,optional ANONYM,[optional ANONYM,0.0667,0.5
0204.jpg,Neuwahlen:,Neuwahler,0.2,1.0
0204.jpg,Faschismus,,1.0,1.0
0204.jpg,tötet - nun,,1.0,1.0
0204.jpg,widersetzen!,widersetzen!,0.0,0.0
0204.jpg,ORDNER*INNEN UND,ORDNER*INNEN,0.25,0.5
0204.jpg,AWARENESS GESUCHT,,1.0,1.0
0204.jpg,Forckenbeckplatz (Start) über Rigaer sowie Frankfurter Tor,,1.0,1.0
0204.jpg,(Zwischenkundgebung) zum Mariannenplatz (Abschlusskundgebung),(Zwischenkundgebung) zum Mariannenplatz (Abschlusskundgebung),0.0,0.0
0205.jpg,ZEIT ZU HANDELN,ZEIT ZU HANDELN,0.0,0.0
0205.jpg,Die AfD-Party zur Landtagswahl versauen!,Die AfD-Party zur Landtagswahl versauen!,0.0,0.0
0205.jpg,Solidarisch gegen den Rechtsruck,Solidarisch gegen den Rechtsruck,0.0,0.0
0205.jpg,antifaschistisch · queerfeministisch · klassenkämpferisch · klimagerecht,antifaschistisch * queerfeministisch - klassenkämpferisch { klimagerecht,0.0417,0.4286
0205.jpg,Kundgebung 14:20 Uhr | Potsdam Hbf.,,1.0,1.0
0205.jpg,Demo gegen die AfD-Wahlparty,Demo gegen die Afp-Wjahlparty,0.0714,0.25
0205.jpg,16 Uhr | Bhf. Potsdam-Marquardt,Bhf: Potsdam-Marquardt,0.3226,0.8
0205.jpg,Anreise aus Potsdam: 15:36 Uhr | Hbf. (Gleis 1 | RB 21),Anreise aus Potsdam: 15.36 Uhr | Hbf. (Gleis 1 | RB 21),0.0182,0.0833
0205.jpg,Anreise aus Berlin: 13:21 Uhr | Ostkreuz (Gleis 5 S7),Anreise aus Berlin: 1321 Uhr | Ostlareuz (Gleis 5 sz),0.0943,0.3
0205.jpg,22.09.2024 | Potsdam,,1.0,1.0
0206.jpg,ZEIT ZU HANDELN -,ZEIT ZU HANDELN,0.1176,0.25
0206.jpg,GEGEN DIE AFD-WAHLPARTY IN BERLIN!,GEGENDIE AFD-WAHLPARTY INBERLIN!,0.0588,0.8
0206.jpg,AfD Wahlparty-Ort,Wahlparty-Ort,0.2353,0.5
0206.jpg,"ist nun bekannt,",,1.0,1.0
0206.jpg,Gegenprotest,Gegenprotest,0.0,0.0
0206.jpg,nun alle teilen!,,1.0,1.0
0206.jpg,17 UHR | Berlin,17 UHR | Berlin,0.0,0.0
0206.jpg,Alt-Blankenburg 12,Alt-Blankenburg 12,0.0,0.0
0206.jpg,Nähe S-Bhf. Blankenburg,Nähe S-Bhf. Blankenburg,0.0,0.0
0206.jpg,zeitzuhandeln.org,zeitzuhhandeln org,0.1176,2.0
0207.jpg,Frankfurt bleibt bunt!,Frankfurt bleibf buntl,0.0909,0.6667
0207.jpg,Schöner ohne AfD!,,1.0,1.0
0207.jpg,16. August - ab 15:30 Uhr,,1.0,1.0
0207.jpg,Nähe Marktplatz,Nähe Markkiplafz,0.2,0.5
0207.jpg,Gegenkundgebung mit Kultur,,1.0,1.0
0208.jpg,"ELSÄSSER,",ELSÄSSER,0.1111,1.0
0208.jpg,HALTS MAUL!,,1.0,1.0
0208.jpg,Sa 13.7.24,13 .7.24,0.4,1.0
0208.jpg,Demo gegen das,Demo gegen das,0.0,0.0
0208.jpg,Compact Magazin,Compact Magazin,0.0,0.0
0208.jpg,Startpunkt 15:00 Uhr,,1.0,1.0
0208.jpg,Falkensee Bahnhof,Falkensee Bahnhof,0.0,0.0
0208.jpg,gemeinsame Anreise:,gemeinsame Anreise:,0.0,0.0
0208.jpg,14:05 Ostkreuz Gl. 2,14:05 Ostkreuz,0.3,0.5
0208.jpg,mit Musik von,mit Musik von,0.0,0.0
0208.jpg,Paul Geigerzähler,Paul Geigerzähler,0.0,0.0
0208.jpg,"V.I.S.D.P Otto Roth, Lilienstraße 161, 14612 Falkensee",,1.0,1.0
0209.jpg,INFOS:,INFOS:,0.0,0.0
0209.jpg,Mach Dich schlau & dann mach mit,,1.0,1.0
0209.jpg,widersetzen.com,widersetzen com,0.0667,2.0
0209.jpg,AfD Parteitag,Parteitag,0.3077,0.5
0209.jpg,verhindern,verhindern,0.0,0.0
0209.jpg,28. – 30. Juni 2024 in Essen,28. = 30. Juni 2024 in Essen,0.0357,0.1429
0209.jpg,"Freitag, 19 Uhr: Rave-Demo & großes Aktionsplenum",Freitag; 19Uhr: Rave-Demo & großes Aktionsplenum,0.0408,0.4286
0209.jpg,"Samstag, 6 Uhr: Demonstrationen & massenhaftes Widersetzen",Samstag; 6Uhr: Demonstrationen & massenhaftes Widersetzen,0.0345,0.4286
0209.jpg,Mit dem Bus nach Essen! Gemeinsam widersetzen,,1.0,1.0
0210.jpg,SUBCULTURE,SBLOTURE,0.4,1.0
0210.jpg,AGAINST,AGINST,0.1429,1.0
0210.jpg,PATRIARCHY!,PATRIARCHYX,0.0909,1.0
0210.jpg,DEMO  08.03.2024,DEIIO 08.03.2024,0.1875,0.5
0210.jpg,14:00–20:00,14:00-20:00,0.0909,1.0
0210.jpg,START: STRALAUER PLATZ,START: STRALAUER PLATI,0.0455,0.3333
0210.jpg,(OSTBAHNHOF),(OSTBAHIHOF),0.0833,1.0
0210.jpg,+ AFTERPARTY,AFTERPARTY,0.1667,0.5
0211.jpg,"Sonntag, 16 Uhr","Sonntag, 16Uhr",0.0667,0.6667
0211.jpg,BUNDESTAG,BUNDESTAG,0.0,0.0
0211.jpg,21.01.24 16:00 BUNDESTAG,,1.0,1.0
0211.jpg,ZUSAMMEN,ZUSAMMEN,0.0,0.0
0211.jpg,GEGEN RECHTS,GEGEN RECHTS,0.0,0.0
0211.jpg,wir bleiben präsent,bleiben_präsent,0.2632,1.0
0212.jpg,FRAUEN-,,1.0,1.0
0212.jpg,SCHLÄGER,,1.0,1.0
0212.jpg,AUS DER STADT JAGEN!,,1.0,1.0
0212.jpg,GEGEN DEN AUFTRITT VON TOM SCHWARZ!,,1.0,1.0
0212.jpg,@FRAUENKAMPFTAG.SFO | @KEINESHOWFUERTAETER_BERLIN,@ FRAUENKAMPFTAGSFO | @ KEINESHOWFUERTAETER_BERLIN,0.0612,1.3333
0212.jpg,Demo: 25. November 2023,Demo: 25. November 2023,0.0,0.0
0212.jpg,16:30 Uhr * Boxhagener Platz * Berlin,,1.0,1.0
0212.jpg,Internationaler Tag zur Beseitigung patriarchaler Gewalt,[nternationaler Tag_zur Beseitigung_potriarchaler Gewal,0.0893,1.0
0212.jpg,KEINE SHOWS FÜR TÄTER!,,1.0,1.0
0213.jpg,KEINE PROFITE MIT,KEINE PROFITE MIT,0.0,0.0
0213.jpg,VERSCHWÖRUNGS-,VERSCHWÖRUNGS -,0.0714,2.0
0213.jpg,IDEOLOGIEN,IDEOLOGIEN,0.0,0.0
0213.jpg,Ganser raus aus,Ganser raus aus,0.0,0.0
0213.jpg,der Stadthalle!,der Stadthalle!,0.0,0.0
0213.jpg,DEMONSTRATION,DEMONSTRATION,0.0,0.0
0213.jpg,22.10.23,22.10.23,0.0,0.0
0213.jpg,FALKENSEE,FALKENSEE,0.0,0.0
0213.jpg,17:30 UHR | BAHNHOF FKS,17.30 UHR | BAHNHOF FKS,0.0435,0.2
0213.jpg,"V.i.S.d.P.: Otto Roth, Lilienstraße 161, 14612 Falkensee","vISdP: Otto Roth, Lilienstraße 161,14612 Falkensee",0.1429,0.4286
0213.jpg,@afa.fks,@afa fks,0.125,2.0
0214.jpg,KEIN,,1.0,1.0
0214.jpg,RAMMSTEIN,,1.0,1.0
0214.jpg,VOR GERICHT,,1.0,1.0
0214.jpg,STATT AUF,,1.0,1.0
0214.jpg,DIE BÜHNE!,,1.0,1.0
0214.jpg,STOMP THE PATRIARCHY,,1.0,1.0
0214.jpg,15.07.23,,1.0,1.0
0214.jpg,IN,,1.0,1.0
0214.jpg,BERLIN,,1.0,1.0
0214.jpg,SA. 15. JULI – 14:30 UHR THEODOR-HEUSS-PLATZ,14.30 UHR THEODOR-HEUSS-PLATZ,0.3636,0.7143
0214.jpg,CA. 16:00 UHR – OLYMPIASTADION + MUSIK,OLYMPIASTADION + MUSIK,0.4211,0.5714
0215.jpg,HUMMUS &,HUMMUS &,0.0,0.0
0215.jpg,BASS,BASS,0.0,0.0
0215.jpg,STATT,STATT,0.0,0.0
0215.jpg,HETZE,HETZE,0.0,0.0
0215.jpg,& HASS,& HASS,0.0,0.0
0215.jpg,ANTIFA,ANTIFA,0.0,0.0
0215.jpg,PICKNICK,PICKNICK,0.0,0.0
0215.jpg,GEGEN,GEGEN,0.0,0.0
0215.jpg,QUERDENKEN,QUERDENKEN,0.0,0.0
0215.jpg,PARTY,PARTY,0.0,0.0
0215.jpg,IM MAUERPARK,IM MAUERPARK,0.0,0.0
0215.jpg,SAMSTAG 3.6.,,1.0,1.0
0215.jpg,ab 16.30 UHR,,1.0,1.0
0216.jpg,KRITISCHE PERSPEKTIVE,KRITISCHE PERSPEKTIVE,0.0,0.0
0216.jpg,AUF DEN OSTERMARSCH ’23,AUF DEN OSTERMARSCH,0.1739,0.25
0216.jpg,SAMSTAG 08.04. AB 13 UHR ➤ MÜLLERSTRASSE 146,,1.0,1.0
0216.jpg,Warum,Warum,0.0,0.0
0216.jpg,Linkssein..,Linkssein,0.1818,1.0
0216.jpg,..nicht vor,"""nicht vor",0.1818,0.5
0216.jpg,Konservatismus,Konservatismus,0.0,0.0
0216.jpg,schützt..,schützt.,0.1111,1.0
0216.jpg,HUFEISENTHEORIE,,1.0,1.0
0216.jpg,?QUERFRONT?,~QUERFRONT?,0.0909,1.0
0216.jpg,..Die Hufeisentheorie,Die Hufeisentheorie,0.0952,0.5
0216.jpg,aber trotzdem falsch ist.,aber trotzdem lalschist.,0.08,0.5
0217.jpg,GEGENKUNDGEBUNG,GEGENKUNDGEBUNG,0.0,0.0
0217.jpg,ZUR RECHTSOFFENEN QUERFRONTDEMO,ZUR RECHTSOFFENEN QUERFRONTDEMO,0.0,0.0
0217.jpg,„AUFSTAND FÜR FRIEDEN“,'AUFSTAND FÜR FRIEDENE,0.0909,0.6667
0217.jpg,"SAMSTAG, 25.02. AB 14 UHR","SAMSTAG, 25.02 AB 14 UHR",0.04,0.2
0217.jpg,"Im Tiergarten ggü. US-Botschaft,","Im Tiergarten ggü. US-Botschaft,",0.0,0.0
0217.jpg,Ecke Platz des 18. März,Ecke Platz des 18. März,0.0,0.0
0217.jpg,RIGHT TO RESIST,,1.0,1.0
