image,text,confidence,bbox_tl,bbox_tr,bbox_br,bbox_bl
0070.jpg,2,0.9346,"[735.8616213225894, 1157.038157706581]","[870.4773694098515, 1175.4537775610331]","[846.1383786774106, 1339.961842293419]","[711.5226305901485, 1322.5462224389669]"
0070.jpg,0,0.9884,"[393, 1113]","[527, 1113]","[527, 1257]","[393, 1257]"
0070.jpg,SL AY,0.5937,"[205, 301]","[510, 301]","[510, 374]","[205, 374]"
0070.jpg,Josef Tu,0.9893,"[118, 993]","[347, 993]","[347, 1053]","[118, 1053]"
0070.jpg,Kavkaz,0.6021,"[125, 1070]","[308, 1070]","[308, 1126]","[125, 1126]"
0070.jpg,9,0.635,"[484.7406069819145, 386.0264461695648]","[741.6173902711447, 427.8540355699031]","[691.2593930180855, 683.9735538304352]","[435.38260972885524, 641.1459644300969]"
0070.jpg,0u9,0.5976,"[98, 388]","[976, 388]","[976, 702]","[98, 702]"
0070.jpg,20,0.9778,"[799, 101]","[881, 101]","[881, 165]","[799, 165]"
0070.jpg,savkaz Wtiadlow,0.4046,"[116, 1062]","[496, 1062]","[496, 1208]","[116, 1208]"
0070.jpg,asurI,0.4497,"[249.15798332046344, 40.289748293436695]","[406.54964170351616, 28.719325327322128]","[406.8420166795365, 82.7102517065633]","[249.45035829648384, 93.28067467267788]"
0066.jpg,HocusPocus,0.9894,"[116, 0]","[675, 0]","[675, 142]","[116, 142]"
0066.jpg,Furstenfeld,0.7381,"[113, 120]","[678, 120]","[678, 289]","[113, 289]"
0066.jpg,Festival der Zauberkunst,0.6863,"[145, 277]","[645, 277]","[645, 339]","[145, 339]"
0066.jpg,Veranstaltungsforum,0.9999,"[354, 356]","[642, 356]","[642, 408]","[354, 408]"
0066.jpg,Fürstenfeld,1.0,"[483, 403]","[641, 403]","[641, 447]","[483, 447]"
0066.jpg,11.~,0.7892,"[401, 459]","[453, 459]","[453, 499]","[401, 499]"
0066.jpg,15.Mai 2022,0.7006,"[467, 455]","[641, 455]","[641, 499]","[467, 499]"
0066.jpg,11. - 15. Mai 2022,0.432,"[403, 457]","[641, 457]","[641, 497]","[403, 497]"
0072.jpg,DP,0.5812,"[422, 120]","[448, 120]","[448, 144]","[422, 144]"
0072.jpg,MI 44.2.2024,0.8755,"[44, 174]","[372, 174]","[372, 226]","[44, 226]"
0072.jpg,Ried IM innkreis,0.6328,"[45, 217]","[371, 217]","[371, 255]","[45, 255]"
0072.jpg,16830 Bahnhof Ried,0.6674,"[46, 252]","[248, 252]","[248, 278]","[46, 278]"
0072.jpg,"ab 17:00 Kundgebung, Markplatz Ried",0.636,"[44, 328]","[386, 328]","[386, 360]","[44, 360]"
0072.jpg,ab 16-00,0.7567,"[487, 333]","[553, 333]","[553, 353]","[487, 353]"
0072.jpg,mit Monika Salzer; Hans-Henalng Scharsach,0.5851,"[46, 352]","[438, 352]","[438, 380]","[46, 380]"
0072.jpg,~Kulturpolitscher,0.6903,"[485, 348]","[618, 348]","[618, 373]","[485, 373]"
0072.jpg,Igegen,0.4281,"[839, 343]","[946, 343]","[946, 383]","[839, 383]"
0072.jpg,und Susanne Scholl,0.9736,"[46, 374]","[226, 374]","[226, 398]","[46, 398]"
0072.jpg,'Bitte Kerze mitnehmeni,0.7266,"[46, 413]","[264, 413]","[264, 441]","[46, 441]"
0072.jpg,OMAS,0.6594,"[811.3447882227953, 41.35853409014958]","[906.6342789411933, 34.32906715347431]","[907.6552117772047, 70.64146590985042]","[812.3657210588067, 77.67093284652569]"
0072.jpg,ZuM,0.646,"[619.5700282971499, 63.94201697828989]","[710.1482236606053, 37.5324733470932]","[720.4299717028501, 74.0579830217101]","[629.8517763393947, 100.4675266529068]"
0072.jpg,SCHUTZ,0.4616,"[612.3500052999841, 110.76000847997456]","[747.9244138276671, 58.9017785571049]","[762.6499947000159, 103.23999152002544]","[626.0755861723329, 155.0982214428951]"
0072.jpg,GEGEN,0.9938,"[807.4050955543422, 74.33171977498706]","[915.6414659098505, 65.34478822279526]","[917.5949044456578, 104.66828022501294]","[809.3585340901495, 113.65521177720474]"
0072.jpg,RECHHTS,0.9926,"[809.2802656784306, 110.38855792470427]","[924.6693800443843, 100.40762752790869]","[925.7197343215694, 138.6114420752957]","[811.3306199556157, 149.5923724720913]"
0072.jpg,unserer,0.4704,"[625.4649861003862, 161.24145691119725]","[776.0330035131492, 100.0445165094479]","[787.5350138996138, 139.75854308880275]","[636.9669964868508, 201.9554834905521]"
0072.jpg,Demokpatif,0.4335,"[597.8918944820551, 215.1243357210427]","[806.2247724378122, 135.32580893564014]","[818.1081055179449, 180.8756642789573]","[609.7752275621878, 259.6741910643599]"
0072.jpg,ONas,0.4517,"[656.6717988226486, 272.0076982339729]","[767.825056848798, 247.43365363349716]","[777.3282011773514, 296.9923017660271]","[666.174943151202, 322.56634636650284]"
0072.jpg,DEMo,0.465,"[42, 36]","[154, 36]","[154, 68]","[42, 68]"
0072.jpg,Und Lichtermeer,0.4115,"[163, 28]","[501, 28]","[501, 72]","[163, 72]"
0072.jpg,ZuSAMMENHALTEN,0.7833,"[30, 70]","[504, 70]","[504, 126]","[30, 126]"
0072.jpg,"GEGEN RECHTs""",0.5001,"[39, 109]","[453, 109]","[453, 169]","[39, 169]"
0072.jpg,DMAs,0.4807,"[868, 316]","[944, 316]","[944, 348]","[868, 348]"
0072.jpg,[RECHTS),0.4034,"[835, 378]","[942, 378]","[942, 417]","[835, 417]"
0072.jpg,kulturlandimpulse.at,0.8666,"[489, 405]","[641, 405]","[641, 423]","[489, 423]"
0072.jpg,Demo UNd Lichtermeer,0.4305,"[41, 30]","[501, 30]","[501, 72]","[41, 72]"
0072.jpg,7i,0.4457,"[19, 101]","[43, 101]","[43, 121]","[19, 121]"
0072.jpg,Ts,0.6348,"[748, 360]","[802, 360]","[802, 408]","[748, 408]"
0072.jpg,GEGEN,0.9163,"[39, 109]","[218, 109]","[218, 169]","[39, 169]"
0072.jpg,"Rechts""",0.4968,"[234, 116]","[452, 116]","[452, 166]","[234, 166]"
0072.jpg,MI,0.9826,"[47, 179]","[115, 179]","[115, 223]","[47, 223]"
0072.jpg,44.2.2024,0.6868,"[129, 176]","[370, 176]","[370, 226]","[129, 226]"
0072.jpg,RIED IM,0.7759,"[46, 219]","[183, 219]","[183, 255]","[46, 255]"
0072.jpg,INNkREIS,0.4854,"[192, 220]","[368, 220]","[368, 252]","[192, 252]"
0072.jpg,~Henning Scharsach,0.8179,"[262, 350]","[438, 350]","[438, 380]","[262, 380]"
0072.jpg,Ried,1.0,"[611, 387]","[643, 387]","[643, 403]","[611, 403]"
0072.jpg,En,0.6133,"[738, 316]","[782, 316]","[782, 346]","[738, 346]"
0072.jpg,UNd,0.9132,"[164, 38]","[242, 38]","[242, 66]","[164, 66]"
0072.jpg,LICHTERMEEr,0.426,"[250, 30]","[499, 30]","[499, 72]","[250, 72]"
0072.jpg,omasgegenrechs.at,0.9433,"[51, 443]","[229, 443]","[229, 463]","[51, 463]"
0072.jpg,Aon,0.4137,"[449.4789396203098, 441.41419735452666]","[489.12132034355966, 434.87867965644034]","[492.5210603796902, 463.58580264547334]","[453.87867965644034, 470.12132034355966]"
0072.jpg,ab 17:00 Kundgebung,0.9314,"[48, 332]","[242, 332]","[242, 358]","[48, 358]"
0072.jpg,Markplatz Ried,0.9803,"[248, 332]","[384, 332]","[384, 356]","[248, 356]"
0072.jpg,"24,",0.775,"[541, 473]","[569, 473]","[569, 493]","[541, 493]"
0099.jpg,Hergessene,0.4737,"[28, 100]","[706, 100]","[706, 220]","[28, 220]"
0099.jpg,Arbeitskärapfe,0.9298,"[28, 202]","[717, 202]","[717, 322]","[28, 322]"
0099.jpg,Roter Salon,0.9717,"[363, 593]","[735, 593]","[735, 674]","[363, 674]"
0099.jpg,8€,0.9965,"[233, 683]","[281, 683]","[281, 721]","[233, 721]"
0099.jpg,der,0.7003,"[626, 654]","[734, 654]","[734, 708]","[626, 708]"
0099.jpg,VOLKSBUHNE,0.4334,"[295, 704]","[739, 704]","[739, 797]","[295, 797]"
0099.jpg,29,0.592,"[277, 813]","[369, 813]","[369, 877]","[277, 877]"
0099.jpg,04,0.9775,"[385, 813]","[459, 813]","[459, 873]","[385, 873]"
0099.jpg,24,0.9827,"[572, 822]","[638, 822]","[638, 870]","[572, 870]"
0099.jpg,W,0.6192,"[654, 836]","[720, 836]","[720, 866]","[654, 866]"
0099.jpg,arbeitskaempfee,0.7623,"[78, 1028]","[342, 1028]","[342, 1080]","[78, 1080]"
0099.jpg,PUN,0.9763,"[83.50066316380318, 629.4002652655213]","[252.83696898197616, 583.1360909555932]","[267.4993368361968, 638.5997347344787]","[99.16303101802384, 684.8639090444068]"
0099.jpg,Abend,1.0,"[100.11651594585447, 672.8233031891709]","[264.06345763766507, 627.7810876446272]","[277.8834840541455, 677.1766968108291]","[113.93654236233496, 723.2189123553728]"
0099.jpg,Eintritt:,0.5377,"[118.16869485911539, 719.8506084577347]","[234.5207754410932, 693.1015426543125]","[241.8313051408846, 725.1493915422653]","[125.4792245589068, 751.8984573456875]"
0099.jpg,(@uolksbuehne-berlin de,0.5568,"[331.5278640450004, 1045.7639320225003]","[737.9048092199146, 1006.0289971595093]","[740.4721359549995, 1045.2360679774997]","[334.09519078008543, 1085.9710028404907]"
0099.jpg,Wann:,0.8241,"[61, 805]","[256, 805]","[256, 872]","[61, 872]"
0099.jpg,EAT,0.5002,"[227, 891]","[343, 891]","[343, 953]","[227, 953]"
0099.jpg,Lipsrick +,0.7462,"[387, 854]","[685, 854]","[685, 958]","[387, 958]"
0099.jpg,Wer:,0.8974,"[71, 921]","[216, 921]","[216, 986]","[71, 986]"
0099.jpg,arbeitskaempfe@volksbuehne-berlin.de,0.9672,"[76, 1003]","[740, 1003]","[740, 1080]","[76, 1080]"
0099.jpg,TorevWals,0.4763,"[329.7426694080676, 961.3250759874298]","[608.5865768206332, 939.4615256265562]","[609.2573305919324, 1010.6749240125702]","[330.4134231793668, 1032.5384743734437]"
0099.jpg,in der,0.5853,"[547, 653]","[737, 653]","[737, 715]","[547, 715]"
0099.jpg,29. 04.,0.4989,"[277, 812]","[464, 812]","[464, 875]","[277, 875]"
0099.jpg,de,1.0,"[688, 1012]","[734, 1012]","[734, 1042]","[688, 1042]"
0099.jpg,'berli,0.6782,"[579.2111456180002, 1022.4222912360003]","[654.5235716930739, 1016.1067375977514]","[655.7888543819998, 1049.5777087639997]","[580.4764283069261, 1055.8932624022486]"
0112.jpg,ua,0.7462,"[75, 235]","[137, 235]","[137, 273]","[75, 273]"
0112.jpg,HAUPTSACHE,0.9981,"[273, 175]","[874, 175]","[874, 295]","[273, 295]"
0112.jpg,ES KMALLT?,0.772,"[303, 295]","[831, 295]","[831, 405]","[303, 405]"
0112.jpg,6H,0.4675,"[108, 728]","[172, 728]","[172, 776]","[108, 776]"
0112.jpg,Uhe Ung,0.5265,"[147, 777]","[195, 777]","[195, 793]","[147, 793]"
0112.jpg,"NO FUTURE NO DAMCEFLOOR,",0.4126,"[243, 826]","[871, 826]","[871, 925]","[243, 925]"
0112.jpg,"FREITAG 20.09,19",0.5762,"[402, 971]","[577, 971]","[577, 1011]","[402, 1011]"
0112.jpg,UHR,0.9466,"[640, 986]","[693, 986]","[693, 1017]","[640, 1017]"
0112.jpg,BERLIM MTTE & ÜBERAEL,0.4222,"[431, 999]","[664, 999]","[664, 1041]","[431, 1041]"
0112.jpg,15.00,0.9235,"[587.0513167019495, 979.1539501058485]","[647.8555816735702, 987.0804059017316]","[643.9486832980505, 1014.8460498941515]","[583.1444183264298, 1007.9195940982684]"
0112.jpg,ICKERN |,0.8281,"[0, 392]","[90, 392]","[90, 443]","[0, 443]"
0112.jpg,GEN,0.6198,"[0, 426]","[90, 426]","[90, 491]","[0, 491]"
0112.jpg,SISMUS ,0.4041,"[0, 475]","[87, 475]","[87, 520]","[0, 520]"
0112.jpg,ISMus,0.4481,"[0, 800]","[48, 800]","[48, 826]","[0, 826]"
0112.jpg,wakinglife,0.9463,"[980.0, 877.0]","[1044.801103272729, 862.1305018683377]","[1048.0, 877.0]","[983.1988967272708, 891.8694981316623]"
0112.jpg,BERLIN MITTE &,0.8156,"[432, 1002]","[578, 1002]","[578, 1032]","[432, 1032]"
0112.jpg, UHR FRIDAYS FoR FUTURE,0.4248,"[455, 1024]","[693, 1024]","[693, 1067]","[455, 1067]"
0112.jpg,12.00,0.51,"[405.0220279500418, 1019.1638810551212]","[463.8748632823196, 1027.1425846350976]","[459.9779720499582, 1053.8361189448788]","[401.1251367176804, 1045.8574153649024]"
0106.jpg,kischen Szene @ur,0.421,"[87, 305]","[319, 305]","[319, 341]","[87, 341]"
0106.jpg,"@nner ,Hygie",0.51,"[827, 305]","[1005, 305]","[1005, 341]","[827, 341]"
0106.jpg,@es,0.4941,"[88, 464]","[144, 464]","[144, 488]","[88, 488]"
0106.jpg,os@-Luxem,0.8435,"[162, 463]","[294, 463]","[294, 490]","[162, 490]"
0106.jpg,egenprolest:],0.8429,"[759, 519]","[1001, 519]","[1001, 573]","[759, 573]"
0106.jpg,vor dem,0.6049,"[731, 587]","[964, 587]","[964, 652]","[731, 652]"
0106.jpg,Karl Liebknechi Haus,0.6163,"[405, 649]","[965, 649]","[965, 715]","[405, 715]"
0106.jpg,um ISUhr,0.7642,"[659, 720]","[980, 720]","[980, 796]","[659, 796]"
0106.jpg,jeden Samstag,0.9367,"[464, 793]","[976, 793]","[976, 889]","[464, 889]"
0106.jpg,und @m,0.6988,"[602, 878]","[810, 878]","[810, 932]","[602, 932]"
0106.jpg,LaMai,0.4605,"[824, 882]","[974, 882]","[974, 936]","[824, 936]"
0106.jpg,9u79,0.5687,"[306.0513167019495, 460.1539501058485]","[358.8719831323601, 469.1329862241932]","[352.9486832980505, 495.8460498941515]","[300.1280168676399, 486.8670137758068]"
0106.jpg,"'NICHT OHNE UNS""?",0.5893,"[120, 122]","[638, 122]","[638, 226]","[120, 226]"
0106.jpg,OHNE UNS!,0.5849,"[692, 118]","[1000, 118]","[1000, 222]","[692, 222]"
0106.jpg,Seit nunmehr vier Wochen demonstrieren Neurechte;,0.8105,"[87, 237]","[759, 237]","[759, 275]","[87, 275]"
0106.jpg,Verschwörungsideolog*innen und Teile der rechtsradikalen und völ-,0.883,"[88, 271]","[949, 271]","[949, 312]","[88, 312]"
0106.jpg,"kischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner ,Hygie-",0.8122,"[86, 303]","[1015, 303]","[1015, 341]","[86, 341]"
0106.jpg,"nedemo"" , organisiert von der",0.9309,"[89, 334]","[461, 334]","[461, 374]","[89, 374]"
0106.jpg,Kommunikationsstelle Demokratischer Wi -,0.9182,"[470, 338]","[1012, 338]","[1012, 368]","[470, 368]"
0106.jpg,derstand',0.682,"[90, 370]","[208, 370]","[208, 400]","[90, 400]"
0106.jpg,deren Initiatoren sich in einem Interview vor dem Reichstag,0.9159,"[225, 365]","[981, 365]","[981, 405]","[225, 405]"
0106.jpg,mit wehenden Deutschlandfahnen erklären. Wir rufen deshalb alle antifa-,0.8614,"[91, 397]","[1013, 397]","[1013, 433]","[91, 433]"
0106.jpg,schistischen; anarcha-queer-feministischen Menschen zur Verteidigung,0.784,"[87, 425]","[996, 425]","[996, 473]","[87, 473]"
0106.jpg,des Rosa-Luxemburg-Platzes und der Volksbühne aut.,0.8274,"[91, 456]","[761, 456]","[761, 495]","[91, 495]"
0106.jpg,Kreativer Kontaktloser Gegenprotest:,0.8415,"[325, 516]","[1000, 516]","[1000, 573]","[325, 573]"
0106.jpg,[#antifaarea,0.6655,"[174, 881]","[345, 881]","[345, 923]","[174, 923]"
0106.jpg,und am 1.Mai,0.812,"[603, 877]","[973, 877]","[973, 937]","[603, 937]"
0106.jpg,seid kreativ laut und buntl,0.5787,"[474, 944]","[988, 944]","[988, 1000]","[474, 1000]"
0106.jpg,Borlln,0.6686,"[443, 1293]","[481, 1293]","[481, 1309]","[443, 1309]"
0106.jpg,Pialz,0.5294,"[263.98022872944, 799.105097901312]","[345.662207325918, 810.1933946612068]","[338.01977127056, 856.894902098688]","[256.337792674082, 844.8066053387932]"
0106.jpg,VIS dIP ; Kara Krawall,0.4159,"[117, 1277]","[259, 1277]","[259, 1297]","[117, 1297]"
0106.jpg,Nazis|,0.5729,"[248.07296070401088, 835.0866917312577]","[353.87429253285933, 852.8858759924893]","[343.9270392959891, 897.9133082687423]","[239.12570746714067, 879.1141240075107]"
0106.jpg,2,0.6808,"[185.6473957108116, 1044.015571532171]","[217.71837293222526, 1049.3879099587919]","[198.3526042891884, 1164.984428467829]","[165.28162706777474, 1159.6120900412081]"
0106.jpg,2,0.9975,"[180, 1052]","[212, 1052]","[212, 1092]","[180, 1092]"
0106.jpg,"derstand"" , deren Initiatoren sich in einem Interview vor dem Reichstag",0.7134,"[89, 365]","[979, 365]","[979, 405]","[89, 405]"
0106.jpg,4,0.4626,"[255, 1055]","[301, 1055]","[301, 1097]","[255, 1097]"
0106.jpg,nedemo,1.0,"[90, 340]","[202, 340]","[202, 366]","[90, 366]"
0106.jpg,organisiert von der,0.9865,"[220, 334]","[459, 334]","[459, 374]","[220, 374]"
0106.jpg,"Rosa Luxembuig Platz 1,1312",0.4433,"[258, 1279]","[446, 1279]","[446, 1308]","[258, 1308]"
0106.jpg,kischen Szene auf dem Rosa-Luxemburg-Platz unter dem Banner,0.9282,"[89, 305]","[907, 305]","[907, 341]","[89, 341]"
0106.jpg,Hygie-,1.0,"[921, 305]","[1015, 305]","[1015, 341]","[921, 341]"
0106.jpg,mit wehenden Deutschlandfahnen erklären,0.7546,"[92, 399]","[634, 399]","[634, 432]","[92, 432]"
0106.jpg,Wir rufen deshalb alle antifa-,0.9447,"[642, 402]","[1012, 402]","[1012, 432]","[642, 432]"
0106.jpg,VISdP,0.7417,"[116, 1276]","[169, 1276]","[169, 1294]","[116, 1294]"
0106.jpg,"Karla Krawall, Rosa",0.6598,"[174, 1278]","[295, 1278]","[295, 1302]","[174, 1302]"
0106.jpg,völ-,0.9689,"[892.6027607015021, 273.34524533285406]","[948.5352365081567, 268.3960748621866]","[950.3972392984979, 297.65475466714594]","[894.4647634918433, 302.6039251378134]"
0106.jpg,schistischen,1.0,"[89, 428]","[244, 428]","[244, 460]","[89, 460]"
0106.jpg,anarcha-queer-feministischen Menschen zur Verteidigung,0.9509,"[253, 431]","[993, 431]","[993, 469]","[253, 469]"
0106.jpg,Rosu,0.5965,"[261, 1285]","[293, 1285]","[293, 1299]","[261, 1299]"
0106.jpg,kischen Szene auf dem Rosa-Luxemburg,0.7869,"[88, 303]","[599, 303]","[599, 339]","[88, 339]"
0106.jpg,Platz unter dem Banner,0.9952,"[606, 306]","[906, 306]","[906, 336]","[606, 336]"
0106.jpg,Reichstag,0.7232,"[842, 366]","[979, 366]","[979, 405]","[842, 405]"
0106.jpg,Kin,0.725,"[173, 795]","[267, 795]","[267, 885]","[173, 885]"
0107.jpg,solis,0.4562,"[433, 677]","[571, 677]","[571, 817]","[433, 817]"
0107.jpg,872028,0.7552,"[423, 875]","[544, 875]","[544, 944]","[423, 944]"
0107.jpg,teil,0.9279,"[993, 853]","[1071, 853]","[1071, 917]","[993, 917]"
0107.jpg,pres::,0.9989,"[746.1715728752538, 116.17157287525382]","[828.652140981185, 76.00564727930735]","[844.8284271247462, 111.82842712474618]","[761.347859018815, 151.99435272069266]"
0107.jpg,"meier ,",0.8161,"[677.1715728752538, 150.17157287525382]","[753.560737598658, 111.92711488161049]","[768.8284271247462, 145.82842712474618]","[693.439262401342, 184.0728851183895]"
0107.jpg,"mensch ,",0.9277,"[595.3447882227953, 198.3585340901496]","[684.6285408017297, 148.98490908036885]","[699.6552117772047, 183.6414659098504]","[611.3714591982703, 233.01509091963115]"
0107.jpg,about [,0.8382,"[455.7811992150991, 274.6717988226486]","[536.7167582209335, 234.0641483741526]","[550.218800784901, 266.3282011773514]","[469.2832417790666, 306.93585162584736]"
0107.jpg,bpm,0.9993,"[550.9398964660398, 282.6016583379314]","[711.2211866126429, 224.66809412851921]","[744.0601035339602, 342.3983416620686]","[583.7788133873571, 400.3319058714808]"
0107.jpg,129,0.9999,"[434.96396323602215, 334.69909706086196]","[560.2542375600938, 284.75868599534647]","[593.0360367639779, 385.30090293913804]","[467.74576243990623, 436.24131400465353]"
0107.jpg,antifa,0.9994,"[426.88903904178113, 437.66711712534334]","[624.1923881554251, 379.80761184457486]","[649.1109609582189, 492.33288287465666]","[452.80761184457486, 551.1923881554251]"
0107.jpg,ost,0.9999,"[436.21161117342905, 558.1236004486892]","[554.9689623373956, 538.7288929873567]","[566.7883888265709, 655.8763995513108]","[449.0310376626044, 675.2711070126433]"
0107.jpg,R,0.9836,"[244, 584]","[270, 584]","[270, 622]","[244, 622]"
0107.jpg,Powee,0.4729,"[190.1911248646676, 552.0658616744723]","[261.90050303210575, 578.0074930567887]","[243.8088751353324, 622.9341383255277]","[173.09949696789428, 595.9925069432113]"
0107.jpg,Hird,0.4589,"[135.86553175937732, 943.0460406403408]","[287.42367587073386, 971.5461424048136]","[261.1344682406227, 1093.9539593596592]","[108.57632412926614, 1064.4538575951865]"
0107.jpg,1,0.4233,"[946, 858]","[970, 858]","[970, 914]","[946, 914]"
0107.jpg,Aver,0.6594,"[140.1911248646676, 523.0658616744723]","[203.92255408719504, 551.1233807789927]","[183.8088751353324, 593.9341383255277]","[121.07744591280498, 565.8766192210073]"
0107.jpg,22.00 /,0.5071,"[569, 875]","[685, 875]","[685, 935]","[569, 935]"
0107.jpg,slabout blank,0.8166,"[697, 865]","[925, 865]","[925, 933]","[697, 933]"
0107.jpg,8,0.4053,"[587, 203]","[605, 203]","[605, 231]","[587, 231]"
0107.jpg,22.00 |  :labout blank,0.4541,"[569, 865]","[925, 865]","[925, 933]","[569, 933]"
0107.jpg,'blank .,0.4732,"[521.0776772972363, 236.21553545944727]","[585.5055644332642, 206.88196426082678]","[599.9223227027637, 239.78446454055273]","[535.4944355667358, 269.1180357391732]"
0113.jpg,79,0.9958,"[358, 116]","[388, 116]","[388, 140]","[358, 140]"
0113.jpg,9,0.9181,"[593, 123]","[659, 123]","[659, 217]","[593, 217]"
0113.jpg,'BERLIN,0.6005,"[899, 614]","[994, 614]","[994, 666]","[899, 666]"
0113.jpg,S8,0.7603,"[181, 713]","[223, 713]","[223, 755]","[181, 755]"
0113.jpg,WIEDER,0.9995,"[669.037927696395, 42.09343125161421]","[793.8998151390228, 59.00410261401974]","[785.962072303605, 102.90656874838578]","[661.1001848609772, 85.99589738598026]"
0113.jpg,FASCHISMUS!,0.9095,"[789.2161622789964, 56.061822357677684]","[997.9869239799144, 84.63862869710765]","[988.7838377210036, 128.9381776423223]","[781.0130760200856, 100.36137130289235]"
0113.jpg,WIEDER,0.9996,"[664.037927696395, 76.09343125161422]","[789.9013772076164, 93.01181911136766]","[781.962072303605, 136.90656874838578]","[656.0986227923836, 119.98818088863234]"
0113.jpg,KRIEG!,0.9275,"[785.037927696395, 90.09343125161422]","[895.8734587011832, 106.88223424284789]","[886.962072303605, 150.90656874838578]","[777.1265412988168, 134.1177657571521]"
0113.jpg,Oben,0.4807,"[442.5430712064641, 122.37752817163539]","[493.54716981132077, 118.41509433962264]","[494.4569287935359, 145.6224718283646]","[443.45283018867923, 149.58490566037736]"
0113.jpg,SIEGES},0.647,"[385.41000317999044, 130.45600508798475]","[448.64443991008636, 124.58333576245374]","[450.58999682000956, 151.54399491201525]","[387.35556008991364, 157.41666423754626]"
0113.jpg,NIE,0.9719,"[0.2613725481260729, 571.2193529376917]","[80.0264737267251, 561.128187003328]","[84.73862745187392, 623.7806470623083]","[4.973526273274906, 633.871812996672]"
0113.jpg,DEMONSTRATION,0.9954,"[709.1360026099594, 592.0752148767684]","[897.9716462598258, 614.4682731272914]","[889.8639973900406, 658.9247851232316]","[701.0283537401742, 635.5317268727086]"
0113.jpg,'BERLIN,0.783,"[281.7639320225002, 661.5278640450005]","[368.1251497416281, 648.1745549714876]","[372.2360679774998, 690.4721359549995]","[286.8748502583719, 703.8254450285124]"
0113.jpg,"DEMONSTRATION ,",0.42,"[89.3576165455737, 697.1430466182295]","[275.6233904923736, 664.0962509737285]","[281.6423834544263, 704.8569533817705]","[96.37660950762643, 737.9037490262715]"
0113.jpg,FRIEDRICHSTR.,0.7836,"[278.46446609406723, 696.4644660940672]","[436.57563103598926, 670.9841625505782]","[442.53553390593277, 713.5355339059328]","[284.42436896401074, 738.0158374494218]"
0113.jpg,17.30,0.5995,"[94.41886116991581, 726.2565835097474]","[167.0992141086083, 721.1370568130354]","[168.5811388300842, 765.7434164902526]","[95.90078589139169, 770.8629431869646]"
0113.jpg,) widerstand,0.5011,"[207.14304661822948, 750.2572186472918]","[287.8034314425446, 734.135341089191]","[291.8569533817705, 755.7427813527082]","[211.1965685574554, 770.864658910809]"
0113.jpg,9,1.0,"[188, 42]","[266, 42]","[266, 142]","[188, 142]"
0113.jpg,MAI,0.6632,"[305, 20]","[502, 20]","[502, 128]","[305, 128]"
0113.jpg,9.MA},0.6884,"[588, 116]","[866, 116]","[866, 238]","[588, 238]"
0113.jpg,1,0.7414,"[165, 727]","[179, 727]","[179, 755]","[165, 755]"
0113.jpg,NIE,0.9989,"[611.8674325266986, 36.12995986480402]","[673.5017447642098, 45.82415669729863]","[665.1325674733014, 88.87004013519598]","[604.4982552357902, 79.17584330270137]"
0113.jpg,NIE,0.9978,"[604.8674325266986, 70.12995986480402]","[667.5156700229586, 79.85320605465901]","[660.1325674733014, 122.87004013519598]","[597.4843299770414, 113.14679394534099]"
0113.jpg,FASCHISMUS!,0.7162,"[215.29129044202583, 536.8204194862284]","[464.5051975328101, 499.41496517255143]","[471.7087095579742, 558.1795805137716]","[222.49480246718994, 595.5850348274486]"
